"pubtatot_term"	"db_term"	"db_equivalence"	"term_id"	"mesh_id"	"start_pos"	"end_pos"	"entity_type"	"entity_pmid"
"64"	"TNF"	"TNF"	"TNF"	"HGNC:11892"	"7124"	1080	1083	"gene_hgnc_entity"	"8626494"
"65"	"epidermal growth factor"	"EGF"	"EGF"	"HGNC:3229"	"1950"	1088	1111	"gene_hgnc_entity"	"8626494"
"66"	"EGF"	"EGF"	"EGF"	"HGNC:3229"	"1950"	1113	1116	"gene_hgnc_entity"	"8626494"
"67"	"p42"	"CDK20"	"CDK20"	"HGNC:21420"	"23552"	1153	1156	"gene_hgnc_entity"	"8626494"
"68"	"p44 MAPK"	"MAPK3"	"MAPK3"	"HGNC:6877"	"5595"	1157	1165	"gene_hgnc_entity"	"8626494"
"69"	"EGF"	"EGF"	"EGF"	"HGNC:3229"	"1950"	1234	1237	"gene_hgnc_entity"	"8626494"
"70"	"TNF"	"TNF"	"TNF"	"HGNC:11892"	"7124"	1239	1242	"gene_hgnc_entity"	"8626494"
"71"	"sodium salicylate"	"Sodium Salicylate"	"Sodium Salicylate"	"55"	"D012980"	1427	1444	"chemical_entity_p"	"8626494"
"72"	"TNF"	"TNF"	"TNF"	"HGNC:11892"	"7124"	1506	1509	"gene_hgnc_entity"	"8626494"
"73"	"p42"	"CDK20"	"CDK20"	"HGNC:21420"	"23552"	1537	1540	"gene_hgnc_entity"	"8626494"
"74"	"p44 MAPK"	"MAPK3"	"MAPK3"	"HGNC:6877"	"5595"	1541	1549	"gene_hgnc_entity"	"8626494"
"75"	"TNF"	"TNF"	"TNF"	"HGNC:11892"	"7124"	1565	1568	"gene_hgnc_entity"	"8626494"
"76"	"EGF"	"EGF"	"EGF"	"HGNC:3229"	"1950"	1592	1595	"gene_hgnc_entity"	"8626494"
"77"	"TNF"	"TNF"	"TNF"	"HGNC:11892"	"7124"	1633	1636	"gene_hgnc_entity"	"8626494"
"78"	"EGF"	"EGF"	"EGF"	"HGNC:3229"	"1950"	1641	1644	"gene_hgnc_entity"	"8626494"
"79"	"MAPK"	"mapk"	"mapk"	"9282"	"52783"	1705	1709	"gene_entity"	"8626494"
"80"	"sodium salicylate"	"Sodium Salicylate"	"Sodium Salicylate"	"55"	"D012980"	1759	1776	"chemical_entity_p"	"8626494"
"81"	"TNF"	"TNF"	"TNF"	"HGNC:11892"	"7124"	1784	1787	"gene_hgnc_entity"	"8626494"
"82"	"p42"	"CDK20"	"CDK20"	"HGNC:21420"	"23552"	1796	1799	"gene_hgnc_entity"	"8626494"
"83"	"p44"	"IFI44"	"IFI44"	"HGNC:16938"	"10561"	1800	1803	"gene_hgnc_entity"	"8626494"
"84"	"MAPK"	"mapk"	"mapk"	"9282"	"52783"	1804	1808	"gene_entity"	"8626494"
"85"	"TNF"	"TNF"	"TNF"	"HGNC:11892"	"7124"	1840	1843	"gene_hgnc_entity"	"8626494"
"86"	"melanoma and ovarian cancer"	"Ovarian Cancer"	"Ovarian Cancer"	"538"	"D010051"	400	427	"cancer_type_entity_p"	"21959807"
"87"	"luteolin"	"Luteolin"	"Luteolin"	"117"	"D047311"	503	511	"chemical_entity_p"	"21959807"
"88"	"Hesperidin"	"Hesperidin"	"Hesperidin"	"112"	"D006569"	0	10	"chemical_entity_p"	"26922538"
"89"	"Hesperidin"	"Hesperidin"	"Hesperidin"	"112"	"D006569"	118	128	"chemical_entity_p"	"26922538"
"90"	"flavonoid"	"Flavonoids"	"Flavonoids"	"104"	"D005419"	152	161	"chemical_entity_p"	"26922538"
"91"	"hesperidin"	"Hesperidin"	"Hesperidin"	"112"	"D006569"	365	375	"chemical_entity_p"	"26922538"
"92"	"Hesperidin"	"Hesperidin"	"Hesperidin"	"112"	"D006569"	441	451	"chemical_entity_p"	"26922538"
"93"	"AST"	"ast"	"ast"	"14978"	"85147"	720	723	"gene_entity"	"26922538"
"94"	"NF-kB"	"nf-kb"	"nf-kb"	"10540"	"60271"	966	971	"gene_entity"	"26922538"
"95"	"hesperidin"	"Hesperidin"	"Hesperidin"	"112"	"D006569"	1076	1086	"chemical_entity_p"	"26922538"
"96"	"AST"	"ast"	"ast"	"14978"	"85147"	1155	1158	"gene_entity"	"26922538"
"97"	"hesperidin"	"Hesperidin"	"Hesperidin"	"112"	"D006569"	1351	1361	"chemical_entity_p"	"26922538"
"98"	"NF-kB"	"nf-kb"	"nf-kb"	"10540"	"60271"	1417	1422	"gene_entity"	"26922538"
"99"	"hesperidin"	"Hesperidin"	"Hesperidin"	"112"	"D006569"	1510	1520	"chemical_entity_p"	"26922538"
"100"	"hesperidin"	"Hesperidin"	"Hesperidin"	"112"	"D006569"	1588	1598	"chemical_entity_p"	"26922538"
"101"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	1652	1658	"cancer_type_entity_p"	"26922538"
"102"	"Hesperidin"	"Hesperidin"	"Hesperidin"	"112"	"D006569"	1705	1715	"chemical_entity_p"	"26922538"
"103"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	29	34	"cancer_type_entity_p"	"22200628"
"104"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	242	248	"cancer_type_entity_p"	"22200628"
"105"	"inflammation"	"inflammation"	"inflammation"	"D007249"	"D007249"	261	273	"hallmark"	"22200628"
"106"	"VEGF"	"VEGFA"	"VEGFA"	"HGNC:12680"	"7422"	358	362	"gene_hgnc_entity"	"22200628"
"107"	"1,3-diphenyl-propenone"	"Chalcones"	"Chalcones"	"110"	"D047188"	520	542	"chemical_entity_p"	"22200628"
"108"	"DPhP"	"Chalcones"	"Chalcones"	"110"	"D047188"	544	548	"chemical_entity_p"	"22200628"
"109"	"3-phenyl-1-thiophen-2-yl-propenone"	"1,3-bis-(2-hydroxy-phenyl)-propenone"	"1,3-bis-(2-hydroxy-phenyl)-propenone"	"5716"	"C000595693"	551	585	"chemical_entity_p"	"22200628"
"110"	"PhT2P"	"1,3-bis-(2-hydroxy-phenyl)-propenone"	"1,3-bis-(2-hydroxy-phenyl)-propenone"	"5716"	"C000595693"	587	592	"chemical_entity_p"	"22200628"
"111"	"3-phenyl-1-thiophen-3-yl-propenone"	"1,3-bis-(2-hydroxy-phenyl)-propenone"	"1,3-bis-(2-hydroxy-phenyl)-propenone"	"5716"	"C000595693"	595	629	"chemical_entity_p"	"22200628"
"112"	"PhT3P"	"1,3-bis-(2-hydroxy-phenyl)-propenone"	"1,3-bis-(2-hydroxy-phenyl)-propenone"	"5716"	"C000595693"	631	636	"chemical_entity_p"	"22200628"
"113"	"VEGF"	"vegf"	"vegf"	"18016"	"101816"	745	749	"gene_entity"	"22200628"
"114"	"DPhP"	"Chalcones"	"Chalcones"	"110"	"D047188"	891	895	"chemical_entity_p"	"22200628"
"115"	"PhT3P>PhT2P"	"1,3-bis-(2-hydroxy-phenyl)-propenone"	"1,3-bis-(2-hydroxy-phenyl)-propenone"	"5716"	"C000595693"	901	912	"chemical_entity_p"	"22200628"
"116"	"DPhP"	"Chalcones"	"Chalcones"	"110"	"D047188"	942	946	"chemical_entity_p"	"22200628"
"117"	"chalcone"	"Chalcones"	"Chalcones"	"110"	"D047188"	962	970	"chemical_entity_p"	"22200628"
"118"	"VEGF"	"VEGFA"	"VEGFA"	"HGNC:12680"	"7422"	984	988	"gene_hgnc_entity"	"22200628"
"119"	"DPhP"	"Chalcones"	"Chalcones"	"110"	"D047188"	1146	1150	"chemical_entity_p"	"22200628"
"120"	"Tie-2"	"TEK"	"TEK"	"HGNC:11724"	"7010"	1216	1221	"gene_hgnc_entity"	"22200628"
"121"	"epithermal growth factor (EGF) receptor"	"EGFR"	"EGFR"	"HGNC:3236"	"1956"	1223	1262	"gene_hgnc_entity"	"22200628"
"122"	"EphB2"	"EPHB2"	"EPHB2"	"HGNC:3393"	"2048"	1264	1269	"gene_hgnc_entity"	"22200628"
"123"	"fibroblast growth factor (FGF) receptor 3"	"FGFR3"	"FGFR3"	"HGNC:3690"	"2261"	1271	1312	"gene_hgnc_entity"	"22200628"
"124"	"insulin-like growth factor-1 (IGF-1) receptor"	"IGF1R"	"IGF1R"	"HGNC:5465"	"3480"	1317	1362	"gene_hgnc_entity"	"22200628"
"125"	"ERK"	"EPHB2"	"EPHB2"	"HGNC:3393"	"2048"	1469	1472	"gene_hgnc_entity"	"22200628"
"126"	"DPhP"	"Chalcones"	"Chalcones"	"110"	"D047188"	1568	1572	"chemical_entity_p"	"22200628"
"127"	"colon cancer"	"Colorectal Cancer"	"Colorectal Cancer"	"15585"	"D015179"	1605	1617	"cancer_type_entity_p"	"22200628"
"128"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	1649	1654	"cancer_type_entity_p"	"22200628"
"129"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	1666	1671	"cancer_type_entity_p"	"22200628"
"130"	"DPhP"	"Chalcones"	"Chalcones"	"110"	"D047188"	1724	1728	"chemical_entity_p"	"22200628"
"131"	"flavonoid"	"Flavonoids"	"Flavonoids"	"104"	"D005419"	1778	1787	"chemical_entity_p"	"22200628"
"132"	"DPhP"	"Chalcones"	"Chalcones"	"110"	"D047188"	1789	1793	"chemical_entity_p"	"22200628"
"133"	"chalcone"	"Chalcones"	"Chalcones"	"110"	"D047188"	1795	1803	"chemical_entity_p"	"22200628"
"134"	"VEGF"	"VEGFA"	"VEGFA"	"HGNC:12680"	"7422"	1954	1958	"gene_hgnc_entity"	"22200628"
"135"	"Breast Cancers"	"Breast Cancer"	"Breast Cancer"	"484"	"D001943"	62	76	"cancer_type_entity_p"	"28388298"
"136"	"Breast cancer"	"Breast Cancer"	"Breast Cancer"	"484"	"D001943"	78	91	"cancer_type_entity_p"	"28388298"
"137"	"breast cancers"	"Breast Cancer"	"Breast Cancer"	"484"	"D001943"	188	202	"cancer_type_entity_p"	"28388298"
"138"	"TNBCs"	"Breast Cancer"	"Breast Cancer"	"484"	"D001943"	204	209	"cancer_type_entity_p"	"28388298"
"139"	"progesterone receptor"	"PGR"	"PGR"	"HGNC:8910"	"5241"	319	340	"gene_hgnc_entity"	"28388298"
"140"	"epidermal growth factor receptor"	"EGFR"	"EGFR"	"HGNC:3236"	"1956"	352	384	"gene_hgnc_entity"	"28388298"
"141"	"Her-2"	"ERBB2"	"ERBB2"	"HGNC:3430"	"2064"	386	391	"gene_hgnc_entity"	"28388298"
"142"	"TNBCs"	"Breast Cancer"	"Breast Cancer"	"484"	"D001943"	394	399	"cancer_type_entity_p"	"28388298"
"143"	"TNBCs"	"Breast Cancer"	"Breast Cancer"	"484"	"D001943"	671	676	"cancer_type_entity_p"	"28388298"
"144"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	859	867	"chemical_entity_p"	"28388298"
"145"	"MDA-MB-231"	"Breast Cancer"	"mda-mb-231"	"484"	"D001943"	1093	1103	"cancer_type_entity_cell"	"28388298"
"146"	"MDA-9"	"SDCBP"	"SDCBP"	"HGNC:10662"	"6386"	1132	1137	"gene_hgnc_entity"	"28388298"
"147"	"Syntenin"	"SDCBP"	"SDCBP"	"HGNC:10662"	"6386"	1138	1146	"gene_hgnc_entity"	"28388298"
"148"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	1202	1208	"cancer_type_entity_p"	"28388298"
"149"	"MDA-9"	"SDCBP"	"SDCBP"	"HGNC:10662"	"6386"	1264	1269	"gene_hgnc_entity"	"28388298"
"150"	"Syntenin"	"SDCBP"	"SDCBP"	"HGNC:10662"	"6386"	1270	1278	"gene_hgnc_entity"	"28388298"
"151"	"TNBCs"	"Breast Cancer"	"Breast Cancer"	"484"	"D001943"	1512	1517	"cancer_type_entity_p"	"28388298"
"152"	"carcinogenic"	"carcinogenic"	"carcinogenic"	"D063646"	"D063646"	140	152	"hallmark"	"10720412"
"153"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	248	253	"cancer_type_entity_p"	"10720412"
"154"	"4,5-dihydroxy-1, 2-benzenedisulfonic acid disodium salt"	"1,2-Dihydroxybenzene-3,5-Disulfonic Acid Disodium Salt"	"1,2-Dihydroxybenzene-3,5-Disulfonic Acid Disodium Salt"	"9"	"D014013"	1072	1127	"chemical_entity_p"	"10720412"
"155"	"p22phox"	"CYBA"	"CYBA"	"HGNC:2577"	"1535"	1299	1306	"gene_hgnc_entity"	"10720412"
"156"	"p22phox"	"CYBA"	"CYBA"	"HGNC:2577"	"1535"	1405	1412	"gene_hgnc_entity"	"10720412"
"157"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	16	24	"chemical_entity_p"	"17177975"
"158"	"CD28"	"CD28"	"CD28"	"HGNC:1653"	"940"	58	62	"gene_hgnc_entity"	"17177975"
"159"	"CTLA-4"	"CTLA4"	"CTLA4"	"HGNC:2505"	"1493"	63	69	"gene_hgnc_entity"	"17177975"
"160"	"CD80"	"CD80"	"CD80"	"HGNC:1700"	"941"	74	78	"gene_hgnc_entity"	"17177975"
"161"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	131	139	"chemical_entity_p"	"17177975"
"162"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	162	168	"cancer_type_entity_p"	"17177975"
"163"	"inflammation"	"inflammation"	"inflammation"	"D007249"	"D007249"	170	182	"hallmark"	"17177975"
"164"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	393	401	"chemical_entity_p"	"17177975"
"165"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	494	502	"chemical_entity_p"	"17177975"
"166"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	679	687	"chemical_entity_p"	"17177975"
"167"	"CD28"	"CD28"	"CD28"	"HGNC:1653"	"940"	759	763	"gene_hgnc_entity"	"17177975"
"168"	"CD80"	"CD80"	"CD80"	"HGNC:1700"	"941"	768	772	"gene_hgnc_entity"	"17177975"
"169"	"CTLA-4"	"CTLA4"	"CTLA4"	"HGNC:2505"	"1493"	791	797	"gene_hgnc_entity"	"17177975"
"170"	"CD28"	"CD28"	"CD28"	"HGNC:1653"	"940"	859	863	"gene_hgnc_entity"	"17177975"
"171"	"CD80"	"CD80"	"CD80"	"HGNC:1700"	"941"	868	872	"gene_hgnc_entity"	"17177975"
"172"	"interleukin (IL)-10"	"IL10"	"IL10"	"HGNC:5962"	"3586"	917	936	"gene_hgnc_entity"	"17177975"
"173"	"flavonoids"	"Flavonoids"	"Flavonoids"	"104"	"D005419"	16	26	"chemical_entity_p"	"25630222"
"174"	"NQO1"	"nqo1"	"nqo1"	"10807"	"61830"	139	143	"gene_entity"	"25630222"
"175"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	219	225	"cancer_type_entity_p"	"25630222"
"176"	"NQO1"	"nqo1"	"nqo1"	"10807"	"61830"	261	265	"gene_entity"	"25630222"
"177"	"Keap1"	"keap1"	"keap1"	"8158"	"46646"	324	329	"gene_entity"	"25630222"
"178"	"Nrf2"	"nrf2"	"nrf2"	"10532"	"60207"	330	334	"gene_entity"	"25630222"
"179"	"chalcone"	"Chalcones"	"Chalcones"	"110"	"D047188"	688	696	"chemical_entity_p"	"25630222"
"180"	"flavanone"	"Flavanones"	"Flavanones"	"111"	"D044950"	722	731	"chemical_entity_p"	"25630222"
"181"	"isoflavan"	"7-hydroxy-2',3',4',5',8-pentamethoxyisoflavan"	"7-hydroxy-2',3',4',5',8-pentamethoxyisoflavan"	"6549"	"C113215"	741	750	"chemical_entity_p"	"25630222"
"182"	"NQO1"	"nqo1"	"nqo1"	"10807"	"61830"	791	795	"gene_entity"	"25630222"
"183"	"NQO1"	"nqo1"	"nqo1"	"10807"	"61830"	978	982	"gene_entity"	"25630222"
"184"	"NQO1"	"nqo1"	"nqo1"	"10807"	"61830"	1047	1051	"gene_entity"	"25630222"
"185"	"leukemia"	"Leukemia"	"Leukemia"	"559"	"D007938"	46	54	"cancer_type_entity_p"	"22593249"
"186"	"flavonoid"	"Flavonoids"	"Flavonoids"	"104"	"D005419"	78	87	"chemical_entity_p"	"22593249"
"187"	"polyphenols"	"Polyphenols"	"Polyphenols"	"96"	"D059808"	107	118	"chemical_entity_p"	"22593249"
"188"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	145	150	"cancer_type_entity_p"	"22593249"
"189"	"acute T-lymphoblastic leukemia"	"Acute Lymphoblastic Leukemia"	"Acute Lymphoblastic Leukemia"	"560"	"D054198"	195	225	"cancer_type_entity_p"	"22593249"
"190"	"polyphenols"	"Polyphenols"	"Polyphenols"	"96"	"D059808"	334	345	"chemical_entity_p"	"22593249"
"191"	"verbascoside"	"acteoside"	"acteoside"	"452"	"C058956"	405	417	"chemical_entity_p"	"22593249"
"192"	"kaempferol-3-O-(2'',6''-di-E-p-coumaroyl)-glucopyranoside"	"kaempferol 3-O-(3'',6''-di-O-E-p-coumaroyl)-beta-D-glucopyranoside"	"kaempferol 3-O-(3'',6''-di-O-E-p-coumaroyl)-beta-D-glucopyranoside"	"7492"	"C555279"	443	500	"chemical_entity_p"	"22593249"
"193"	"kaempferol-3-O-(3,4-diacetyl-2,6-di-E-p-coumaroyl)"	"kaempferol-3-O-(6'',4''-di-p-coumaroyl)mannopyranoside"	"kaempferol-3-O-(6'',4''-di-p-coumaroyl)mannopyranoside"	"7441"	"C495714"	502	552	"chemical_entity_p"	"22593249"
"194"	"tiliroside"	"tiliroside"	"tiliroside"	"4544"	"C052083"	571	581	"chemical_entity_p"	"22593249"
"195"	"rosmarinic acid"	"rosmarinic acid"	"rosmarinic acid"	"2284"	"C041376"	615	630	"chemical_entity_p"	"22593249"
"196"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	680	688	"chemical_entity_p"	"22593249"
"197"	"epigallocatechin-3-gallate"	"epigallocatechin gallate"	"epigallocatechin gallate"	"5606"	"C045651"	690	716	"chemical_entity_p"	"22593249"
"198"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	243	248	"cancer_type_entity_p"	"28879963"
"199"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	397	402	"cancer_type_entity_p"	"28879963"
"200"	"MCF-7"	"Breast Cancer"	"mcf-7"	"484"	"D001943"	46	51	"cancer_type_entity_cell"	"9770719"
"201"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	212	218	"cancer_type_entity_p"	"9770719"
"202"	"MCF-7"	"Breast Cancer"	"mcf-7"	"484"	"D001943"	427	432	"cancer_type_entity_cell"	"9770719"
"203"	"insulin"	"INS"	"INS"	"HGNC:6081"	"3630"	485	492	"gene_hgnc_entity"	"9770719"
"204"	"epidermal growth factor"	"EGF"	"EGF"	"HGNC:3229"	"1950"	497	520	"gene_hgnc_entity"	"9770719"
"205"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	561	570	"chemical_entity_p"	"9770719"
"206"	"coumestrol"	"Coumestrol"	"Coumestrol"	"126"	"D003375"	575	585	"chemical_entity_p"	"9770719"
"207"	"Chrysin"	"chrysin"	"chrysin"	"4522"	"C043561"	653	660	"chemical_entity_p"	"9770719"
"208"	"luteolin"	"Luteolin"	"Luteolin"	"117"	"D047311"	692	700	"chemical_entity_p"	"9770719"
"209"	"apigenin"	"Apigenin"	"Apigenin"	"114"	"D047310"	704	712	"chemical_entity_p"	"9770719"
"210"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	808	817	"chemical_entity_p"	"9770719"
