"pubtatot_term"	"db_term"	"db_equivalence"	"term_id"	"mesh_id"	"start_pos"	"end_pos"	"entity_type"	"entity_pmid"
"16"	"epigallocatechin gallate"	"epigallocatechin gallate"	"epigallocatechin gallate"	"5606"	"C045651"	347	371	"chemical_entity_p"	"27645804"
"17"	"EGCG"	"epigallocatechin gallate"	"epigallocatechin gallate"	"5606"	"C045651"	373	377	"chemical_entity_p"	"27645804"
"18"	"flavone-3-ol polyphenol"	"Polyphenols"	"Polyphenols"	"96"	"D059808"	382	405	"chemical_entity_p"	"27645804"
"19"	"EGCG"	"epigallocatechin gallate"	"epigallocatechin gallate"	"5606"	"C045651"	421	425	"chemical_entity_p"	"27645804"
"20"	"EGCG"	"epigallocatechin gallate"	"epigallocatechin gallate"	"5606"	"C045651"	542	546	"chemical_entity_p"	"27645804"
"21"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	595	601	"cancer_type_entity_p"	"27645804"
"22"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	636	642	"cancer_type_entity_p"	"27645804"
"23"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	751	757	"cancer_type_entity_p"	"27645804"
"24"	"EGCG"	"epigallocatechin gallate"	"epigallocatechin gallate"	"5606"	"C045651"	850	854	"chemical_entity_p"	"27645804"
"25"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	885	891	"cancer_type_entity_p"	"27645804"
"26"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	949	955	"cancer_type_entity_p"	"27645804"
"27"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	1000	1006	"cancer_type_entity_p"	"27645804"
"28"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	1088	1094	"cancer_type_entity_p"	"27645804"
"29"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	1125	1131	"cancer_type_entity_p"	"27645804"
"30"	"EGCG"	"epigallocatechin gallate"	"epigallocatechin gallate"	"5606"	"C045651"	1142	1146	"chemical_entity_p"	"27645804"
"31"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	1199	1205	"cancer_type_entity_p"	"27645804"
"32"	"EGCG"	"epigallocatechin gallate"	"epigallocatechin gallate"	"5606"	"C045651"	1226	1230	"chemical_entity_p"	"27645804"
"33"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	1302	1308	"cancer_type_entity_p"	"27645804"
"34"	"EGCG"	"epigallocatechin gallate"	"epigallocatechin gallate"	"5606"	"C045651"	1341	1345	"chemical_entity_p"	"27645804"
"35"	"(2S)-2′-methoxykurarinone"	"2'-methoxykurarinone"	"2'-methoxykurarinone"	"4781"	"C411318"	0	25	"chemical_entity_p"	"20883179"
"36"	"cutaneous T cell-attracting chemokine"	"CCL27"	"CCL27"	"HGNC:10626"	"10850"	61	98	"gene_hgnc_entity"	"20883179"
"37"	"CCL27"	"CCL27"	"CCL27"	"HGNC:10626"	"10850"	99	104	"gene_hgnc_entity"	"20883179"
"38"	"tumor necrosis factor-a"	"TNF"	"TNF"	"HGNC:11892"	"7124"	141	164	"gene_hgnc_entity"	"20883179"
"39"	"cutaneous T cell-attracting chemokine"	"CCL27"	"CCL27"	"HGNC:10626"	"10850"	236	273	"gene_hgnc_entity"	"20883179"
"40"	"CTACK"	"CCL27"	"CCL27"	"HGNC:10626"	"10850"	275	280	"gene_hgnc_entity"	"20883179"
"41"	"CCL27"	"CCL27"	"CCL27"	"HGNC:10626"	"10850"	281	286	"gene_hgnc_entity"	"20883179"
"42"	"(2S)-2′-Methoxykurarinone"	"2'-methoxykurarinone"	"2'-methoxykurarinone"	"4781"	"C411318"	479	504	"chemical_entity_p"	"20883179"
"43"	"Heme oxygenase (HO)-1"	"HMOX1"	"HMOX1"	"HGNC:5013"	"3162"	586	607	"gene_hgnc_entity"	"20883179"
"44"	"CTACK"	"CCL27"	"CCL27"	"HGNC:10626"	"10850"	810	815	"gene_hgnc_entity"	"20883179"
"45"	"CCL27"	"CCL27"	"CCL27"	"HGNC:10626"	"10850"	816	821	"gene_hgnc_entity"	"20883179"
"46"	"HaCaT"	"Skin Neoplasms"	"hacat"	"618"	"D012878"	852	857	"cancer_type_entity_cell"	"20883179"
"47"	"CTACK"	"CCL27"	"CCL27"	"HGNC:10626"	"10850"	886	891	"gene_hgnc_entity"	"20883179"
"48"	"CCL27"	"CCL27"	"CCL27"	"HGNC:10626"	"10850"	892	897	"gene_hgnc_entity"	"20883179"
"49"	"HO-1"	"HMOX1"	"HMOX1"	"HGNC:5013"	"3162"	902	906	"gene_hgnc_entity"	"20883179"
"50"	"CTACK"	"CCL27"	"CCL27"	"HGNC:10626"	"10850"	1037	1042	"gene_hgnc_entity"	"20883179"
"51"	"CCL27"	"CCL27"	"CCL27"	"HGNC:10626"	"10850"	1043	1048	"gene_hgnc_entity"	"20883179"
"52"	"tumor necrosis factor-a"	"TNF"	"TNF"	"HGNC:11892"	"7124"	1146	1169	"gene_hgnc_entity"	"20883179"
"53"	"TNF-a"	"TNF"	"TNF"	"HGNC:11892"	"7124"	1171	1176	"gene_hgnc_entity"	"20883179"
"54"	"interleukin (IL)-1b"	"IL1B"	"IL1B"	"HGNC:5992"	"3553"	1183	1202	"gene_hgnc_entity"	"20883179"
"55"	"CTACK"	"CCL27"	"CCL27"	"HGNC:10626"	"10850"	1211	1216	"gene_hgnc_entity"	"20883179"
"56"	"CCL27"	"CCL27"	"CCL27"	"HGNC:10626"	"10850"	1217	1222	"gene_hgnc_entity"	"20883179"
"57"	"HaCaT"	"Skin Neoplasms"	"hacat"	"618"	"D012878"	1243	1248	"cancer_type_entity_cell"	"20883179"
"58"	"TNF-a"	"TNF"	"TNF"	"HGNC:11892"	"7124"	1278	1283	"gene_hgnc_entity"	"20883179"
"59"	"IL-1b"	"IL1B"	"IL1B"	"HGNC:5992"	"3553"	1289	1294	"gene_hgnc_entity"	"20883179"
"60"	"TNF-a"	"TNF"	"TNF"	"HGNC:11892"	"7124"	1403	1408	"gene_hgnc_entity"	"20883179"
"61"	"IL-1b"	"IL1B"	"IL1B"	"HGNC:5992"	"3553"	1414	1419	"gene_hgnc_entity"	"20883179"
"62"	"CTACK"	"CCL27"	"CCL27"	"HGNC:10626"	"10850"	1428	1433	"gene_hgnc_entity"	"20883179"
"63"	"CCL27"	"CCL27"	"CCL27"	"HGNC:10626"	"10850"	1434	1439	"gene_hgnc_entity"	"20883179"
"64"	"HO-1"	"HMOX1"	"HMOX1"	"HGNC:5013"	"3162"	1476	1480	"gene_hgnc_entity"	"20883179"
"65"	"HO-1"	"HMOX1"	"HMOX1"	"HGNC:5013"	"3162"	1527	1531	"gene_hgnc_entity"	"20883179"
"66"	"HO-1"	"HMOX1"	"HMOX1"	"HGNC:5013"	"3162"	1615	1619	"gene_hgnc_entity"	"20883179"
"67"	"TNF-a"	"TNF"	"TNF"	"HGNC:11892"	"7124"	1646	1651	"gene_hgnc_entity"	"20883179"
"68"	"IL-1b"	"IL1B"	"IL1B"	"HGNC:5992"	"3553"	1657	1662	"gene_hgnc_entity"	"20883179"
"69"	"CTACK"	"CCL27"	"CCL27"	"HGNC:10626"	"10850"	1671	1676	"gene_hgnc_entity"	"20883179"
"70"	"CCL27"	"CCL27"	"CCL27"	"HGNC:10626"	"10850"	1677	1682	"gene_hgnc_entity"	"20883179"
"71"	"TNF-a"	"TNF"	"TNF"	"HGNC:11892"	"7124"	1741	1746	"gene_hgnc_entity"	"20883179"
"72"	"IL-1b"	"IL1B"	"IL1B"	"HGNC:5992"	"3553"	1752	1757	"gene_hgnc_entity"	"20883179"
"73"	"CTACK"	"CCL27"	"CCL27"	"HGNC:10626"	"10850"	1780	1785	"gene_hgnc_entity"	"20883179"
"74"	"CCL27"	"CCL27"	"CCL27"	"HGNC:10626"	"10850"	1786	1791	"gene_hgnc_entity"	"20883179"
"75"	"HO-1"	"HMOX1"	"HMOX1"	"HGNC:5013"	"3162"	1869	1873	"gene_hgnc_entity"	"20883179"
"76"	"anthocyanins"	"Anthocyanins"	"Anthocyanins"	"105"	"D000872"	6	18	"chemical_entity_p"	"24565673"
"77"	"NRF2"	"nrf2"	"nrf2"	"10532"	"60207"	161	165	"gene_entity"	"24565673"
"78"	"anthocyanins"	"Anthocyanins"	"Anthocyanins"	"105"	"D000872"	264	276	"chemical_entity_p"	"24565673"
"79"	"anthocyanins"	"Anthocyanins"	"Anthocyanins"	"105"	"D000872"	460	472	"chemical_entity_p"	"24565673"
"80"	"malvidin-3-glucoside"	"malvidin-3-glucoside"	"malvidin-3-glucoside"	"5532"	"C458419"	498	518	"chemical_entity_p"	"24565673"
"81"	"cyanidin-3-glucoside"	"cyanidin 3-O-glucoside"	"cyanidin 3-O-glucoside"	"5509"	"C114438"	526	546	"chemical_entity_p"	"24565673"
"82"	"delphinidin-3-rutinoside"	"delphinidin-3-rutinoside"	"delphinidin-3-rutinoside"	"5486"	"C010705"	557	581	"chemical_entity_p"	"24565673"
"83"	"RAW 264.7"	"Acute Monocytic Leukemia"	"raw 264.7"	"568"	"D007948"	666	675	"cancer_type_entity_cell"	"24565673"
"84"	"Interleukin 1b"	"interleukin 1b"	"interleukin 1b"	"7606"	"43167"	843	857	"gene_entity"	"24565673"
"85"	"IL-1b"	"il-1b"	"il-1b"	"7606"	"43168"	859	864	"gene_entity"	"24565673"
"86"	"anthocyanins"	"Anthocyanins"	"Anthocyanins"	"105"	"D000872"	936	948	"chemical_entity_p"	"24565673"
"87"	"TNFa"	"tnfa"	"tnfa"	"17028"	"96163"	997	1001	"gene_entity"	"24565673"
"88"	"anthocyanins"	"Anthocyanins"	"Anthocyanins"	"105"	"D000872"	1150	1162	"chemical_entity_p"	"24565673"
"89"	"p65"	"p65"	"p65"	"13597"	"77172"	1202	1205	"gene_entity"	"24565673"
"90"	"anthocyanins"	"Anthocyanins"	"Anthocyanins"	"105"	"D000872"	1279	1291	"chemical_entity_p"	"24565673"
"91"	"Nrf2"	"nrf2"	"nrf2"	"10532"	"60207"	1386	1390	"gene_entity"	"24565673"
"92"	"IL-1b"	"il-1b"	"il-1b"	"7606"	"43168"	1521	1526	"gene_entity"	"24565673"
"93"	"Nrf2"	"nrf2"	"nrf2"	"10532"	"60207"	1586	1590	"gene_entity"	"24565673"
"94"	"anthocyanin"	"Anthocyanins"	"Anthocyanins"	"105"	"D000872"	1606	1617	"chemical_entity_p"	"24565673"
"95"	"IL-1b"	"il-1b"	"il-1b"	"7606"	"43168"	1664	1669	"gene_entity"	"24565673"
"96"	"NRF2"	"nrf2"	"nrf2"	"10532"	"60207"	1909	1913	"gene_entity"	"24565673"
"97"	"MCF-7 breast cancer"	"Breast Cancer"	"Breast Cancer"	"484"	"D001943"	694	713	"cancer_type_entity_p"	"8960061"
"98"	"MCF-7"	"Breast Cancer"	"mcf-7"	"484"	"D001943"	772	777	"cancer_type_entity_cell"	"8960061"
"99"	"estrogen receptor"	"ESR1"	"ESR1"	"HGNC:3467"	"2099"	1107	1124	"gene_hgnc_entity"	"8960061"
"100"	"formononetin"	"formononetin"	"formononetin"	"6454"	"C007768"	1308	1320	"chemical_entity_p"	"8960061"
"101"	"MCF-7"	"Breast Cancer"	"mcf-7"	"484"	"D001943"	1558	1563	"cancer_type_entity_cell"	"8960061"
"102"	"estrogen receptor"	"ESR1"	"ESR1"	"HGNC:3467"	"2099"	1809	1826	"gene_hgnc_entity"	"8960061"
"103"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	101	106	"cancer_type_entity_p"	"23200666"
"104"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	208	214	"cancer_type_entity_p"	"23200666"
"105"	"necrosis"	"necrosis"	"necrosis"	"D009336"	"D009336"	540	548	"hallmark"	"23200666"
"106"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	558	563	"cancer_type_entity_p"	"23200666"
"107"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	653	658	"cancer_type_entity_p"	"23200666"
"108"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	759	765	"cancer_type_entity_p"	"23200666"
"109"	"Genistein"	"Genistein"	"Genistein"	"127"	"D019833"	50	59	"chemical_entity_p"	"18155830"
"110"	"SKOV3"	"Ovarian Cancer"	"skov-3"	"538"	"D010051"	106	111	"cancer_type_entity_cell"	"18155830"
"111"	"ovarian cancer"	"Ovarian Cancer"	"Ovarian Cancer"	"538"	"D010051"	120	134	"cancer_type_entity_p"	"18155830"
"112"	"SKOV3"	"Ovarian Cancer"	"skov-3"	"538"	"D010051"	217	222	"cancer_type_entity_cell"	"18155830"
"113"	"ovarian cancer"	"Ovarian Cancer"	"Ovarian Cancer"	"538"	"D010051"	231	245	"cancer_type_entity_p"	"18155830"
"114"	"SKOV3"	"Ovarian Cancer"	"skov-3"	"538"	"D010051"	287	292	"cancer_type_entity_cell"	"18155830"
"115"	"Genistein"	"Genistein"	"Genistein"	"127"	"D019833"	335	344	"chemical_entity_p"	"18155830"
"116"	"Genistein"	"Genistein"	"Genistein"	"127"	"D019833"	364	373	"chemical_entity_p"	"18155830"
"117"	"Genistein"	"Genistein"	"Genistein"	"127"	"D019833"	493	502	"chemical_entity_p"	"18155830"
"118"	"Epidermal Growth Factor"	"EGF"	"EGF"	"HGNC:3229"	"1950"	630	653	"gene_hgnc_entity"	"18155830"
"119"	"Genistein"	"Genistein"	"Genistein"	"127"	"D019833"	744	753	"chemical_entity_p"	"18155830"
"120"	"ovarian cancer"	"Ovarian Cancer"	"Ovarian Cancer"	"538"	"D010051"	797	811	"cancer_type_entity_p"	"18155830"
"121"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	18	27	"chemical_entity_p"	"16835357"
"122"	"thyroid cancer"	"Thyroid Cancer"	"Thyroid Cancer"	"519"	"D013964"	80	94	"cancer_type_entity_p"	"16835357"
"123"	"GPR30"	"GPER1"	"GPER1"	"HGNC:4485"	"2852"	140	145	"gene_hgnc_entity"	"16835357"
"124"	"thyroid carcinoma"	"Thyroid Cancer"	"Thyroid Cancer"	"519"	"D013964"	171	188	"cancer_type_entity_p"	"16835357"
"125"	"TC"	"Thyroid Cancer"	"Thyroid Cancer"	"519"	"D013964"	190	192	"cancer_type_entity_p"	"16835357"
"126"	"TC"	"Thyroid Cancer"	"Thyroid Cancer"	"519"	"D013964"	402	404	"cancer_type_entity_p"	"16835357"
"127"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	481	490	"chemical_entity_p"	"16835357"
"128"	"ARO"	"CYP19A1"	"CYP19A1"	"HGNC:2594"	"1588"	631	634	"gene_hgnc_entity"	"16835357"
"129"	"thyroid carcinoma"	"Thyroid Cancer"	"Thyroid Cancer"	"519"	"D013964"	635	652	"cancer_type_entity_p"	"16835357"
"130"	"ARO"	"CYP19A1"	"CYP19A1"	"HGNC:2594"	"1588"	720	723	"gene_hgnc_entity"	"16835357"
"131"	"ERalpha"	"ESR1"	"ESR1"	"HGNC:3467"	"2099"	829	836	"gene_hgnc_entity"	"16835357"
"132"	"c-fos"	"FOS"	"FOS"	"HGNC:3796"	"2353"	1027	1032	"gene_hgnc_entity"	"16835357"
"133"	"c-fos"	"FOS"	"FOS"	"HGNC:3796"	"2353"	1127	1132	"gene_hgnc_entity"	"16835357"
"134"	"cyclin A"	"CCNA2"	"CCNA2"	"HGNC:1578"	"890"	1134	1142	"gene_hgnc_entity"	"16835357"
"135"	"G protein-coupled receptor 30"	"GPER1"	"GPER1"	"HGNC:4485"	"2852"	1215	1244	"gene_hgnc_entity"	"16835357"
"136"	"GPR30"	"GPER1"	"GPER1"	"HGNC:4485"	"2852"	1246	1251	"gene_hgnc_entity"	"16835357"
"137"	"c-fos"	"FOS"	"FOS"	"HGNC:3796"	"2353"	1343	1348	"gene_hgnc_entity"	"16835357"
"138"	"TC"	"Thyroid Cancer"	"Thyroid Cancer"	"519"	"D013964"	1394	1396	"cancer_type_entity_p"	"16835357"
"139"	"GPR30"	"GPER1"	"GPER1"	"HGNC:4485"	"2852"	1474	1479	"gene_hgnc_entity"	"16835357"
"140"	"MEK"	"MAP2K7"	"MAP2K7"	"HGNC:6847"	"5609"	1494	1497	"gene_hgnc_entity"	"16835357"
"141"	"2'-amino-3'-methoxyflavone"	"3-methoxyflavone"	"3-methoxyflavone"	"6301"	"C000590233"	1508	1534	"chemical_entity_p"	"16835357"
"142"	"PD 98059"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"4683"	"C093973"	1536	1544	"chemical_entity_p"	"16835357"
"143"	"TC"	"Thyroid Cancer"	"Thyroid Cancer"	"519"	"D013964"	1664	1666	"cancer_type_entity_p"	"16835357"
"144"	"4-tert-octylphenol"	"4-tert-octylphenol"	"4-tert-octylphenol"	"630"	"C105260"	5	23	"chemical_entity_p"	"23557686"
"145"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	89	94	"cancer_type_entity_p"	"23557686"
"146"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	196	201	"cancer_type_entity_p"	"23557686"
"147"	"4-tert-octylphenol"	"4-tert-octylphenol"	"4-tert-octylphenol"	"630"	"C105260"	268	286	"chemical_entity_p"	"23557686"
"148"	"Bcl-xL"	"BCL2L1"	"BCL2L1"	"HGNC:992"	"598"	77	83	"gene_hgnc_entity"	"22609401"
"149"	"Bim"	"BCL2L11"	"BCL2L11"	"HGNC:994"	"10018"	84	87	"gene_hgnc_entity"	"22609401"
"150"	"pancreatic cancer"	"Pancreatic Cancer"	"Pancreatic Cancer"	"507"	"D010190"	104	121	"cancer_type_entity_p"	"22609401"
"151"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	161	167	"cancer_type_entity_p"	"22609401"
"152"	"Bcl-2"	"BCL2"	"BCL2"	"HGNC:990"	"596"	268	273	"gene_hgnc_entity"	"22609401"
"153"	"Bcl-2"	"BCL2"	"BCL2"	"HGNC:990"	"596"	295	300	"gene_hgnc_entity"	"22609401"
"154"	"Bcl-xL"	"BCL2L1"	"BCL2L1"	"HGNC:992"	"598"	305	311	"gene_hgnc_entity"	"22609401"
"155"	"BH(3)"	"2,6-di-tert-butyl-4-(aminomethyl)phenol hydrochloride"	"2,6-di-tert-butyl-4-(aminomethyl)phenol hydrochloride"	"1918"	"C006008"	318	323	"chemical_entity_p"	"22609401"
"156"	"Bim"	"BCL2L11"	"BCL2L11"	"HGNC:994"	"10018"	351	354	"gene_hgnc_entity"	"22609401"
"157"	"Bid"	"BID"	"BID"	"HGNC:1050"	"637"	359	362	"gene_hgnc_entity"	"22609401"
"158"	"cancers"	"Cancers"	"Cancers"	"10007"	"D009369"	436	443	"cancer_type_entity_p"	"22609401"
"159"	"Bcl-xL"	"BCL2L1"	"BCL2L1"	"HGNC:992"	"598"	529	535	"gene_hgnc_entity"	"22609401"
"160"	"Bim"	"BCL2L11"	"BCL2L11"	"HGNC:994"	"10018"	536	539	"gene_hgnc_entity"	"22609401"
"161"	"pancreatic cancer"	"Pancreatic Cancer"	"Pancreatic Cancer"	"507"	"D010190"	622	639	"cancer_type_entity_p"	"22609401"
"162"	"Bcl-xL"	"BCL2L1"	"BCL2L1"	"HGNC:992"	"598"	732	738	"gene_hgnc_entity"	"22609401"
"163"	"Bim"	"BCL2L11"	"BCL2L11"	"HGNC:994"	"10018"	797	800	"gene_hgnc_entity"	"22609401"
"164"	"Bcl-xL"	"BCL2L1"	"BCL2L1"	"HGNC:992"	"598"	892	898	"gene_hgnc_entity"	"22609401"
"165"	"Bim"	"BCL2L11"	"BCL2L11"	"HGNC:994"	"10018"	899	902	"gene_hgnc_entity"	"22609401"
"166"	"Bim"	"BCL2L11"	"BCL2L11"	"HGNC:994"	"10018"	987	990	"gene_hgnc_entity"	"22609401"
"167"	"Bcl-xL"	"BCL2L1"	"BCL2L1"	"HGNC:992"	"598"	994	1000	"gene_hgnc_entity"	"22609401"
"168"	"Bcl-xL"	"BCL2L1"	"BCL2L1"	"HGNC:992"	"598"	1039	1045	"gene_hgnc_entity"	"22609401"
"169"	"Bim"	"BCL2L11"	"BCL2L11"	"HGNC:994"	"10018"	1083	1086	"gene_hgnc_entity"	"22609401"
"170"	"Bim"	"BCL2L11"	"BCL2L11"	"HGNC:994"	"10018"	1271	1274	"gene_hgnc_entity"	"22609401"
"171"	"Bcl-xL"	"BCL2L1"	"BCL2L1"	"HGNC:992"	"598"	1322	1328	"gene_hgnc_entity"	"22609401"
"172"	"Bim"	"BCL2L11"	"BCL2L11"	"HGNC:994"	"10018"	1329	1332	"gene_hgnc_entity"	"22609401"
"173"	"pancreatic cancer"	"Pancreatic Cancer"	"Pancreatic Cancer"	"507"	"D010190"	1376	1393	"cancer_type_entity_p"	"22609401"
"174"	"Bcl-xL"	"BCL2L1"	"BCL2L1"	"HGNC:992"	"598"	1489	1495	"gene_hgnc_entity"	"22609401"
"175"	"Bim"	"BCL2L11"	"BCL2L11"	"HGNC:994"	"10018"	1496	1499	"gene_hgnc_entity"	"22609401"
"176"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	1599	1605	"cancer_type_entity_p"	"22609401"
"177"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	31	39	"chemical_entity_p"	"23876788"
"178"	"inflammation"	"inflammation"	"inflammation"	"D007249"	"D007249"	149	161	"hallmark"	"23876788"
"179"	"Curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	215	223	"chemical_entity_p"	"23876788"
"180"	"polyphenol"	"Polyphenols"	"Polyphenols"	"96"	"D059808"	227	237	"chemical_entity_p"	"23876788"
"181"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	444	452	"chemical_entity_p"	"23876788"
"182"	"TNF-a"	"tnf-a"	"tnf-a"	"17028"	"96167"	761	766	"gene_entity"	"23876788"
"183"	"IL-6"	"il-6"	"il-6"	"7627"	"43345"	787	791	"gene_entity"	"23876788"
"184"	"NF-kB"	"nf-kb"	"nf-kb"	"10540"	"60271"	868	873	"gene_entity"	"23876788"
"185"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	943	951	"chemical_entity_p"	"23876788"
"186"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	1110	1118	"chemical_entity_p"	"23876788"
"187"	"NF-kB"	"nf-kb"	"nf-kb"	"10540"	"60271"	1235	1240	"gene_entity"	"23876788"
"188"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	1266	1274	"chemical_entity_p"	"23876788"
"189"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	4	10	"cancer_type_entity_p"	"12429923"
"190"	"flavonoid"	"Flavonoids"	"Flavonoids"	"104"	"D005419"	22	31	"chemical_entity_p"	"12429923"
"191"	"silibinin"	"silybin"	"silybin"	"7235"	"C440975"	32	41	"chemical_entity_p"	"12429923"
"192"	"Rb"	"Retinoblastoma"	"Retinoblastoma"	"522"	"D012175"	72	74	"cancer_type_entity_p"	"12429923"
"193"	"p107"	"RBL1"	"RBL1"	"HGNC:9893"	"5933"	75	79	"gene_hgnc_entity"	"12429923"
"194"	"Rb2"	"RBL2"	"RBL2"	"HGNC:9894"	"5934"	84	87	"gene_hgnc_entity"	"12429923"
"195"	"p130"	"RBL2"	"RBL2"	"HGNC:9894"	"5934"	88	92	"gene_hgnc_entity"	"12429923"
"196"	"prostate carcinoma"	"Prostate Cancer"	"Prostate Cancer"	"527"	"D011471"	142	160	"cancer_type_entity_p"	"12429923"
"197"	"retinoblastoma"	"Retinoblastoma"	"Retinoblastoma"	"522"	"D012175"	200	214	"cancer_type_entity_p"	"12429923"
"198"	"Rb"	"Retinoblastoma"	"Retinoblastoma"	"522"	"D012175"	216	218	"cancer_type_entity_p"	"12429923"
"199"	"silibinin"	"silybin"	"silybin"	"7235"	"C440975"	423	432	"chemical_entity_p"	"12429923"
"200"	"Rb"	"Retinoblastoma"	"Retinoblastoma"	"522"	"D012175"	463	465	"cancer_type_entity_p"	"12429923"
"201"	"prostate cancer"	"Prostate Cancer"	"Prostate Cancer"	"527"	"D011471"	526	541	"cancer_type_entity_p"	"12429923"
"202"	"PCA"	"Prostate Cancer"	"Prostate Cancer"	"527"	"D011471"	543	546	"cancer_type_entity_p"	"12429923"
"203"	"Silibinin"	"silybin"	"silybin"	"7235"	"C440975"	561	570	"chemical_entity_p"	"12429923"
"204"	"Rb"	"Retinoblastoma"	"Retinoblastoma"	"522"	"D012175"	681	683	"cancer_type_entity_p"	"12429923"
"205"	"p107"	"RBL1"	"RBL1"	"HGNC:9893"	"5933"	684	688	"gene_hgnc_entity"	"12429923"
"206"	"Rb2"	"RBL2"	"RBL2"	"HGNC:9894"	"5934"	693	696	"gene_hgnc_entity"	"12429923"
"207"	"p130"	"RBL2"	"RBL2"	"HGNC:9894"	"5934"	697	701	"gene_hgnc_entity"	"12429923"
"208"	"E2F3"	"E2F3"	"E2F3"	"HGNC:3115"	"1871"	799	803	"gene_hgnc_entity"	"12429923"
"209"	"E2F4"	"E2F4"	"E2F4"	"HGNC:3118"	"1874"	805	809	"gene_hgnc_entity"	"12429923"
"210"	"E2F5"	"E2F5"	"E2F5"	"HGNC:3119"	"1875"	814	818	"gene_hgnc_entity"	"12429923"
"211"	"silibinin"	"silybin"	"silybin"	"7235"	"C440975"	882	891	"chemical_entity_p"	"12429923"
"212"	"silibinin"	"silybin"	"silybin"	"7235"	"C440975"	936	945	"chemical_entity_p"	"12429923"
"213"	"Cip1"	"CDKN1A"	"CDKN1A"	"HGNC:1784"	"1026"	1011	1015	"gene_hgnc_entity"	"12429923"
