"pubtatot_term"	"db_term"	"db_equivalence"	"term_id"	"mesh_id"	"start_pos"	"end_pos"	"entity_type"	"entity_pmid"
"17"	"liquiritin"	"liquiritin"	"liquiritin"	"6166"	"C512196"	1523	1533	"chemical_entity_p"	"28970010"
"18"	"glucose-6-phosphate dehydrogenase"	"G6PD"	"G6PD"	"HGNC:4057"	"2539"	1567	1600	"gene_hgnc_entity"	"28970010"
"19"	"liquiritin"	"liquiritin"	"liquiritin"	"6166"	"C512196"	1751	1761	"chemical_entity_p"	"28970010"
"20"	"liquiritin"	"liquiritin"	"liquiritin"	"6166"	"C512196"	1790	1800	"chemical_entity_p"	"28970010"
"21"	"glucose-6 phosphate dehydrogenase"	"G6PD"	"G6PD"	"HGNC:4057"	"2539"	1909	1942	"gene_hgnc_entity"	"28970010"
"22"	"nordihydroguaiaretic acid"	"Masoprocol"	"Masoprocol"	"15"	"D009637"	40	65	"chemical_entity_p"	"16544145"
"23"	"P-glycoprotein"	"ABCB1"	"ABCB1"	"HGNC:40"	"5243"	338	352	"gene_hgnc_entity"	"16544145"
"24"	"Pgp"	"ABCB1"	"ABCB1"	"HGNC:40"	"5243"	354	357	"gene_hgnc_entity"	"16544145"
"25"	"MDR1"	"ABCB1"	"ABCB1"	"HGNC:40"	"5243"	379	383	"gene_hgnc_entity"	"16544145"
"26"	"tetra-O-methyl nordihydroguaiaretic acid"	"heminordihydroguaiaretic acid"	"heminordihydroguaiaretic acid"	"1810"	"C042349"	468	508	"chemical_entity_p"	"16544145"
"27"	"MDR1"	"ABCB1"	"ABCB1"	"HGNC:40"	"5243"	540	544	"gene_hgnc_entity"	"16544145"
"28"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	641	647	"cancer_type_entity_p"	"16544145"
"29"	"Pgp"	"ABCB1"	"ABCB1"	"HGNC:40"	"5243"	979	982	"gene_hgnc_entity"	"16544145"
"30"	"MDR1"	"ABCB1"	"ABCB1"	"HGNC:40"	"5243"	1068	1072	"gene_hgnc_entity"	"16544145"
"31"	"Pgp"	"ABCB1"	"ABCB1"	"HGNC:40"	"5243"	1082	1085	"gene_hgnc_entity"	"16544145"
"32"	"MDR1"	"ABCB1"	"ABCB1"	"HGNC:40"	"5243"	1141	1145	"gene_hgnc_entity"	"16544145"
"33"	"MDR1"	"ABCB1"	"ABCB1"	"HGNC:40"	"5243"	1336	1340	"gene_hgnc_entity"	"16544145"
"34"	"MCF-7"	"Breast Cancer"	"mcf-7"	"484"	"D001943"	1375	1380	"cancer_type_entity_cell"	"16544145"
"35"	"breast cancer"	"Breast Cancer"	"Breast Cancer"	"484"	"D001943"	1381	1394	"cancer_type_entity_p"	"16544145"
"36"	"maltose-tri-O-methyl nordihydroguaiaretic acid"	"maltose-tri-O-methyl nordihydroguaiaretic acid"	"maltose-tri-O-methyl nordihydroguaiaretic acid"	"1813"	"C514082"	1423	1469	"chemical_entity_p"	"16544145"
"37"	"NDGA"	"heminordihydroguaiaretic acid"	"heminordihydroguaiaretic acid"	"1810"	"C042349"	1515	1519	"chemical_entity_p"	"16544145"
"38"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	1572	1577	"cancer_type_entity_p"	"16544145"
"39"	"tumors"	"Cancers"	"Cancers"	"10007"	"D009369"	1719	1725	"cancer_type_entity_p"	"16544145"
"40"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	28	37	"chemical_entity_p"	"28003845"
"41"	"P14"	"RPP14"	"RPP14"	"HGNC:30327"	"11102"	95	98	"gene_hgnc_entity"	"28003845"
"42"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	99	104	"cancer_type_entity_p"	"28003845"
"43"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	225	234	"chemical_entity_p"	"28003845"
"44"	"p14"	"RPP14"	"RPP14"	"HGNC:30327"	"11102"	244	247	"gene_hgnc_entity"	"28003845"
"45"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	248	253	"cancer_type_entity_p"	"28003845"
"46"	"ovarian carcinoma"	"Ovarian Cancer"	"Ovarian Cancer"	"538"	"D010051"	304	321	"cancer_type_entity_p"	"28003845"
"47"	"p14"	"RPP14"	"RPP14"	"HGNC:30327"	"11102"	662	665	"gene_hgnc_entity"	"28003845"
"48"	"p14"	"RPP14"	"RPP14"	"HGNC:30327"	"11102"	1140	1143	"gene_hgnc_entity"	"28003845"
"49"	"p14"	"RPP14"	"RPP14"	"HGNC:30327"	"11102"	1338	1341	"gene_hgnc_entity"	"28003845"
"50"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	1342	1347	"cancer_type_entity_p"	"28003845"
"51"	"IGF-I"	"igf-i"	"igf-i"	"7552"	"42814"	259	264	"gene_entity"	"11316733"
"52"	"IGF-I"	"igf-i"	"igf-i"	"7552"	"42814"	301	306	"gene_entity"	"11316733"
"53"	"IGF-I"	"igf-i"	"igf-i"	"7552"	"42814"	486	491	"gene_entity"	"11316733"
"54"	"IGF-I"	"igf-i"	"igf-i"	"7552"	"42814"	575	580	"gene_entity"	"11316733"
"55"	"IGF-I"	"igf-i"	"igf-i"	"7552"	"42814"	628	633	"gene_entity"	"11316733"
"56"	"IGF-I"	"igf-i"	"igf-i"	"7552"	"42814"	795	800	"gene_entity"	"11316733"
"57"	"ERK5"	"erk5"	"erk5"	"9287"	"52767"	900	904	"gene_entity"	"11316733"
"58"	"IGF-I"	"igf-i"	"igf-i"	"7552"	"42814"	919	924	"gene_entity"	"11316733"
"59"	"p38"	"p38"	"p38"	"9297"	"52860"	980	983	"gene_entity"	"11316733"
"60"	"IGF-I"	"igf-i"	"igf-i"	"7552"	"42814"	1001	1006	"gene_entity"	"11316733"
"61"	"IGF-I"	"igf-i"	"igf-i"	"7552"	"42814"	1387	1392	"gene_entity"	"11316733"
"62"	"PD98059"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"4683"	"C093973"	1466	1473	"chemical_entity_p"	"11316733"
"63"	"IGF-I"	"igf-i"	"igf-i"	"7552"	"42814"	1578	1583	"gene_entity"	"11316733"
"64"	"IGF-I"	"igf-i"	"igf-i"	"7552"	"42814"	1643	1648	"gene_entity"	"11316733"
"65"	"tumor necrosis factor-alpha"	"tumor necrosis factor-alpha"	"tumor necrosis factor-alpha"	"17028"	"96168"	1715	1742	"gene_entity"	"11316733"
"66"	"IGF-I"	"igf-i"	"igf-i"	"7552"	"42814"	1808	1813	"gene_entity"	"11316733"
"67"	"IGF-I"	"igf-i"	"igf-i"	"7552"	"42814"	1967	1972	"gene_entity"	"11316733"
"68"	"IGF-I"	"igf-i"	"igf-i"	"7552"	"42814"	1995	2000	"gene_entity"	"11316733"
"69"	"IGF-I"	"igf-i"	"igf-i"	"7552"	"42814"	2115	2120	"gene_entity"	"11316733"
"70"	"PD98059"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"4683"	"C093973"	2201	2208	"chemical_entity_p"	"11316733"
"71"	"IGF-I"	"igf-i"	"igf-i"	"7552"	"42814"	2251	2256	"gene_entity"	"11316733"
"72"	"IGF-I"	"igf-i"	"igf-i"	"7552"	"42814"	2578	2583	"gene_entity"	"11316733"
"73"	"IGF-I"	"igf-i"	"igf-i"	"7552"	"42814"	2619	2624	"gene_entity"	"11316733"
"74"	"naringenin"	"naringenin"	"naringenin"	"6062"	"C005273"	33	43	"chemical_entity_p"	"29968480"
"75"	"MCF-7"	"Breast Cancer"	"mcf-7"	"484"	"D001943"	100	105	"cancer_type_entity_cell"	"29968480"
"76"	"breast cancer"	"Breast Cancer"	"Breast Cancer"	"484"	"D001943"	112	125	"cancer_type_entity_p"	"29968480"
"77"	"Naringenin"	"naringenin"	"naringenin"	"6062"	"C005273"	133	143	"chemical_entity_p"	"29968480"
"78"	"NAR"	"naringenin"	"naringenin"	"6062"	"C005273"	145	148	"chemical_entity_p"	"29968480"
"79"	"flavonoid"	"Flavonoids"	"Flavonoids"	"104"	"D005419"	181	190	"chemical_entity_p"	"29968480"
"80"	"NAR"	"naringenin"	"naringenin"	"6062"	"C005273"	330	333	"chemical_entity_p"	"29968480"
"81"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	498	503	"cancer_type_entity_p"	"29968480"
"82"	"naringenin"	"naringenin"	"naringenin"	"6062"	"C005273"	554	564	"chemical_entity_p"	"29968480"
"83"	"MCF-7"	"Breast Cancer"	"mcf-7"	"484"	"D001943"	971	976	"cancer_type_entity_cell"	"29968480"
"84"	"breast adenocarcinoma"	"Hereditary Breast and Ovarian Cancer Syndrome"	"Hereditary Breast and Ovarian Cancer Syndrome"	"486"	"D061325"	983	1004	"cancer_type_entity_p"	"29968480"
"85"	"NAR"	"naringenin"	"naringenin"	"6062"	"C005273"	1116	1119	"chemical_entity_p"	"29968480"
"86"	"MCF-7"	"Breast Cancer"	"mcf-7"	"484"	"D001943"	1123	1128	"cancer_type_entity_cell"	"29968480"
"87"	"caspase-3"	"CASP3"	"CASP3"	"HGNC:1504"	"836"	1235	1244	"gene_hgnc_entity"	"29968480"
"88"	"NAR"	"naringenin"	"naringenin"	"6062"	"C005273"	1336	1339	"chemical_entity_p"	"29968480"
"89"	"MCF-7"	"Breast Cancer"	"mcf-7"	"484"	"D001943"	1353	1358	"cancer_type_entity_cell"	"29968480"
"90"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	1490	1496	"cancer_type_entity_p"	"29968480"
"91"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	1650	1656	"cancer_type_entity_p"	"29968480"
"92"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	1673	1678	"cancer_type_entity_p"	"29968480"
"93"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	1704	1709	"cancer_type_entity_p"	"29968480"
"94"	"Anthocyanins"	"Anthocyanins"	"Anthocyanins"	"105"	"D000872"	0	12	"chemical_entity_p"	"25762472"
"95"	"Phenolic Acids"	"phenolic acid"	"phenolic acid"	"2167"	"C017616"	17	31	"chemical_entity_p"	"25762472"
"96"	"MCF7"	"Breast Cancer"	"mcf7"	"484"	"D001943"	136	140	"cancer_type_entity_cell"	"25762472"
"97"	"HepG2"	"Liver Cancer"	"hepg-2"	"506"	"D008113"	150	155	"cancer_type_entity_cell"	"25762472"
"98"	"HT29"	"Colon Cancer"	"ht-29"	"494"	"D003110"	175	179	"cancer_type_entity_cell"	"25762472"
"99"	"PC3"	"CBX8"	"CBX8"	"HGNC:15962"	"57332"	195	198	"gene_hgnc_entity"	"25762472"
"100"	"phenolic acids"	"phenolic acid"	"phenolic acid"	"2167"	"C017616"	280	294	"chemical_entity_p"	"25762472"
"101"	"anthocyanins"	"Anthocyanins"	"Anthocyanins"	"105"	"D000872"	299	311	"chemical_entity_p"	"25762472"
"102"	"anthocyanins"	"Anthocyanins"	"Anthocyanins"	"105"	"D000872"	533	545	"chemical_entity_p"	"25762472"
"103"	"MCF7"	"Breast Cancer"	"mcf7"	"484"	"D001943"	689	693	"cancer_type_entity_cell"	"25762472"
"104"	"HepG2"	"Liver Cancer"	"hepg-2"	"506"	"D008113"	703	708	"cancer_type_entity_cell"	"25762472"
"105"	"HT29"	"Colon Cancer"	"ht-29"	"494"	"D003110"	728	732	"cancer_type_entity_cell"	"25762472"
"106"	"PC3"	"CBX8"	"CBX8"	"HGNC:15962"	"57332"	748	751	"gene_hgnc_entity"	"25762472"
"107"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	753	759	"cancer_type_entity_p"	"25762472"
"108"	"phenolic acid"	"phenolic acid"	"phenolic acid"	"2167"	"C017616"	785	798	"chemical_entity_p"	"25762472"
"109"	"anthocyanins"	"Anthocyanins"	"Anthocyanins"	"105"	"D000872"	822	834	"chemical_entity_p"	"25762472"
"110"	"PC3"	"CBX8"	"CBX8"	"HGNC:15962"	"57332"	1129	1132	"gene_hgnc_entity"	"25762472"
"111"	"HepG2"	"Liver Cancer"	"hepg-2"	"506"	"D008113"	1141	1146	"cancer_type_entity_cell"	"25762472"
"112"	"MCF7"	"Breast Cancer"	"mcf7"	"484"	"D001943"	1151	1155	"cancer_type_entity_cell"	"25762472"
"113"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	1156	1162	"cancer_type_entity_p"	"25762472"
"114"	"HepG2"	"Liver Cancer"	"hepg-2"	"506"	"D008113"	1443	1448	"cancer_type_entity_cell"	"25762472"
"115"	"MCF7"	"Breast Cancer"	"mcf7"	"484"	"D001943"	1459	1463	"cancer_type_entity_cell"	"25762472"
"116"	"PC3"	"CBX8"	"CBX8"	"HGNC:15962"	"57332"	1477	1480	"gene_hgnc_entity"	"25762472"
"117"	"HT29"	"Colon Cancer"	"ht-29"	"494"	"D003110"	1564	1568	"cancer_type_entity_cell"	"25762472"
"118"	"anthocyanins"	"Anthocyanins"	"Anthocyanins"	"105"	"D000872"	1633	1645	"chemical_entity_p"	"25762472"
"119"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	1765	1771	"cancer_type_entity_p"	"25762472"
"120"	"Quercetin"	"Quercetin"	"Quercetin"	"122"	"D011794"	0	9	"chemical_entity_p"	"17148506"
"121"	"polyphenols"	"Polyphenols"	"Polyphenols"	"96"	"D059808"	136	147	"chemical_entity_p"	"17148506"
"122"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	214	220	"cancer_type_entity_p"	"17148506"
"123"	"colon epithelia"	"Colorectal Cancer"	"Colorectal Cancer"	"15585"	"D015179"	236	251	"cancer_type_entity_p"	"17148506"
"124"	"flavonoid"	"Flavonoids"	"Flavonoids"	"104"	"D005419"	301	310	"chemical_entity_p"	"17148506"
"125"	"quercetin"	"Quercetin"	"Quercetin"	"122"	"D011794"	311	320	"chemical_entity_p"	"17148506"
"126"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	437	442	"cancer_type_entity_p"	"17148506"
"127"	"quercetin"	"Quercetin"	"Quercetin"	"122"	"D011794"	474	483	"chemical_entity_p"	"17148506"
"128"	"quercetin"	"Quercetin"	"Quercetin"	"122"	"D011794"	680	689	"chemical_entity_p"	"17148506"
"129"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	725	731	"cancer_type_entity_p"	"17148506"
"130"	"quercetin"	"Quercetin"	"Quercetin"	"122"	"D011794"	851	860	"chemical_entity_p"	"17148506"
"131"	"quercetin"	"Quercetin"	"Quercetin"	"122"	"D011794"	1089	1098	"chemical_entity_p"	"17148506"
"132"	"quercetin"	"Quercetin"	"Quercetin"	"122"	"D011794"	1158	1167	"chemical_entity_p"	"17148506"
"133"	"quercetin"	"Quercetin"	"Quercetin"	"122"	"D011794"	1328	1337	"chemical_entity_p"	"17148506"
"134"	"quercetin"	"Quercetin"	"Quercetin"	"122"	"D011794"	1374	1383	"chemical_entity_p"	"17148506"
"135"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	1429	1435	"cancer_type_entity_p"	"17148506"
"136"	"flavonoid"	"Flavonoids"	"Flavonoids"	"104"	"D005419"	1464	1473	"chemical_entity_p"	"17148506"
"137"	"cancers"	"Cancers"	"Cancers"	"10007"	"D009369"	1515	1522	"cancer_type_entity_p"	"17148506"
"138"	"quercetin"	"Quercetin"	"Quercetin"	"122"	"D011794"	21	30	"chemical_entity_p"	"24999622"
"139"	"ovarian cancer"	"Ovarian Cancer"	"Ovarian Cancer"	"538"	"D010051"	93	107	"cancer_type_entity_p"	"24999622"
"140"	"Quercetin"	"Quercetin"	"Quercetin"	"122"	"D011794"	132	141	"chemical_entity_p"	"24999622"
"141"	"ovarian cancer"	"Ovarian Cancer"	"Ovarian Cancer"	"538"	"D010051"	145	159	"cancer_type_entity_p"	"24999622"
"142"	"Quercetin"	"Quercetin"	"Quercetin"	"122"	"D011794"	291	300	"chemical_entity_p"	"24999622"
"143"	"ovarian cancer"	"Ovarian Cancer"	"Ovarian Cancer"	"538"	"D010051"	366	380	"cancer_type_entity_p"	"24999622"
"144"	"Quercetin"	"Quercetin"	"Quercetin"	"122"	"D011794"	469	478	"chemical_entity_p"	"24999622"
"145"	"epithelial ovarian cancer"	"Ovarian Cancer"	"Ovarian Cancer"	"538"	"D010051"	596	621	"cancer_type_entity_p"	"24999622"
"146"	"SKOV3"	"Ovarian Cancer"	"skov-3"	"538"	"D010051"	631	636	"cancer_type_entity_cell"	"24999622"
"147"	"xenograft tumors"	"Cancers"	"Cancers"	"10007"	"D009369"	1104	1120	"cancer_type_entity_p"	"24999622"
"148"	"Quercetin"	"Quercetin"	"Quercetin"	"122"	"D011794"	1208	1217	"chemical_entity_p"	"24999622"
"149"	"Quercetin"	"Quercetin"	"Quercetin"	"122"	"D011794"	1254	1263	"chemical_entity_p"	"24999622"
"150"	"Quercetin"	"Quercetin"	"Quercetin"	"122"	"D011794"	1426	1435	"chemical_entity_p"	"24999622"
"151"	"Quercetin"	"Quercetin"	"Quercetin"	"122"	"D011794"	1552	1561	"chemical_entity_p"	"24999622"
"152"	"Quercetin"	"Quercetin"	"Quercetin"	"122"	"D011794"	1797	1806	"chemical_entity_p"	"24999622"
"153"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	1986	1991	"cancer_type_entity_p"	"24999622"
"154"	"Quercetin"	"Quercetin"	"Quercetin"	"122"	"D011794"	2052	2061	"chemical_entity_p"	"24999622"
"155"	"ovarian cancer"	"Ovarian Cancer"	"Ovarian Cancer"	"538"	"D010051"	2166	2180	"cancer_type_entity_p"	"24999622"
"156"	"Quercetin"	"Quercetin"	"Quercetin"	"122"	"D011794"	2211	2220	"chemical_entity_p"	"24999622"
"157"	"ovarian cancer"	"Ovarian Cancer"	"Ovarian Cancer"	"538"	"D010051"	2244	2258	"cancer_type_entity_p"	"24999622"
"158"	"bladder cancer"	"Bladder Cancer"	"Bladder Cancer"	"524"	"D001749"	30	44	"cancer_type_entity_p"	"21612160"
"159"	"p21"	"CDKN1A"	"CDKN1A"	"HGNC:1784"	"1026"	85	88	"gene_hgnc_entity"	"21612160"
"160"	"hydroquinone"	"Hydroquinones"	"Hydroquinones"	"35"	"D006873"	116	128	"chemical_entity_p"	"21612160"
"161"	"bladder carcinoma"	"Bladder Cancer"	"Bladder Cancer"	"524"	"D001749"	265	282	"cancer_type_entity_p"	"21612160"
"162"	"extracellular signal-regulated kinase"	"MAPK1"	"MAPK1"	"HGNC:6871"	"5594"	886	923	"gene_hgnc_entity"	"21612160"
"163"	"ERK"	"MAPK1"	"MAPK1"	"HGNC:6871"	"5594"	925	928	"gene_hgnc_entity"	"21612160"
"164"	"p21WAF1/CIP1"	"CDKN1A"	"CDKN1A"	"HGNC:1784"	"1026"	1047	1059	"gene_hgnc_entity"	"21612160"
"165"	"p21"	"CDKN1A"	"CDKN1A"	"HGNC:1784"	"1026"	1061	1064	"gene_hgnc_entity"	"21612160"
"166"	"ERK"	"MAPK1"	"MAPK1"	"HGNC:6871"	"5594"	1213	1216	"gene_hgnc_entity"	"21612160"
"167"	"p21"	"CDKN1A"	"CDKN1A"	"HGNC:1784"	"1026"	1234	1237	"gene_hgnc_entity"	"21612160"
"168"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	34	43	"chemical_entity_p"	"15896711"
"169"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	97	103	"cancer_type_entity_p"	"15896711"
"170"	"AMPK"	"PRKAA1"	"PRKAA1"	"HGNC:9376"	"5562"	136	140	"gene_hgnc_entity"	"15896711"
"171"	"COX-2"	"PTGS2"	"PTGS2"	"HGNC:9605"	"5743"	145	150	"gene_hgnc_entity"	"15896711"
"172"	"cancers"	"Cancers"	"Cancers"	"10007"	"D009369"	260	267	"cancer_type_entity_p"	"15896711"
"173"	"HT-29"	"Colon Cancer"	"ht-29"	"494"	"D003110"	366	371	"cancer_type_entity_cell"	"15896711"
"174"	"colon cancer"	"Colorectal Cancer"	"Colorectal Cancer"	"15585"	"D015179"	372	384	"cancer_type_entity_p"	"15896711"
"175"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	446	455	"chemical_entity_p"	"15896711"
"176"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	529	538	"chemical_entity_p"	"15896711"
"177"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	659	664	"cancer_type_entity_p"	"15896711"
"178"	"cyclooxygenase-2"	"PTGS2"	"PTGS2"	"HGNC:9605"	"5743"	692	708	"gene_hgnc_entity"	"15896711"
"179"	"COX-2"	"PTGS2"	"PTGS2"	"HGNC:9605"	"5743"	710	715	"gene_hgnc_entity"	"15896711"
"180"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	777	786	"chemical_entity_p"	"15896711"
"181"	"AMPK"	"PRKAA1"	"PRKAA1"	"HGNC:9376"	"5562"	849	853	"gene_hgnc_entity"	"15896711"
"182"	"COX-2"	"PTGS2"	"PTGS2"	"HGNC:9605"	"5743"	858	863	"gene_hgnc_entity"	"15896711"
"183"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	901	910	"chemical_entity_p"	"15896711"
"184"	"AMPK"	"PRKAA1"	"PRKAA1"	"HGNC:9376"	"5562"	918	922	"gene_hgnc_entity"	"15896711"
"185"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	1010	1016	"cancer_type_entity_p"	"15896711"
"186"	"COX-2"	"PTGS2"	"PTGS2"	"HGNC:9605"	"5743"	1032	1037	"gene_hgnc_entity"	"15896711"
"187"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	1147	1156	"chemical_entity_p"	"15896711"
"188"	"COX-2"	"PTGS2"	"PTGS2"	"HGNC:9605"	"5743"	1193	1198	"gene_hgnc_entity"	"15896711"
"189"	"HT-29 colon cancer"	"Colorectal Cancer"	"Colorectal Cancer"	"15585"	"D015179"	1255	1273	"cancer_type_entity_p"	"15896711"
"190"	"AMPK"	"PRKAA1"	"PRKAA1"	"HGNC:9376"	"5562"	1339	1343	"gene_hgnc_entity"	"15896711"
"191"	"p53"	"TP53"	"TP53"	"HGNC:11998"	"7157"	1369	1372	"gene_hgnc_entity"	"15896711"
"192"	"p21"	"p21"	"p21"	"2806"	"15718"	1374	1377	"gene_entity"	"15896711"
"193"	"Bax"	"BAX"	"BAX"	"HGNC:959"	"581"	1383	1386	"gene_hgnc_entity"	"15896711"
"194"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	1390	1399	"chemical_entity_p"	"15896711"
"195"	"Glut-1"	"SLC2A1"	"SLC2A1"	"HGNC:11005"	"6513"	1441	1447	"gene_hgnc_entity"	"15896711"
"196"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	1514	1523	"chemical_entity_p"	"15896711"
"197"	"AMPK"	"PRKAA1"	"PRKAA1"	"HGNC:9376"	"5562"	1608	1612	"gene_hgnc_entity"	"15896711"
"198"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	1627	1636	"chemical_entity_p"	"15896711"
"199"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	1695	1704	"chemical_entity_p"	"15896711"
"200"	"colon cancers"	"Colorectal Cancer"	"Colorectal Cancer"	"15585"	"D015179"	1746	1759	"cancer_type_entity_p"	"15896711"
"201"	"AMPK"	"PRKAA1"	"PRKAA1"	"HGNC:9376"	"5562"	1765	1769	"gene_hgnc_entity"	"15896711"
"202"	"COX-2"	"PTGS2"	"PTGS2"	"HGNC:9605"	"5743"	1808	1813	"gene_hgnc_entity"	"15896711"
"203"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	1885	1894	"chemical_entity_p"	"15896711"
"204"	"Astragalin"	"astragalin"	"astragalin"	"7377"	"C001579"	0	10	"chemical_entity_p"	"23928506"
"205"	"Astragalin"	"astragalin"	"astragalin"	"7377"	"C001579"	276	286	"chemical_entity_p"	"23928506"
"206"	"astragalin"	"astragalin"	"astragalin"	"7377"	"C001579"	459	469	"chemical_entity_p"	"23928506"
"207"	"Astragalin"	"astragalin"	"astragalin"	"7377"	"C001579"	565	575	"chemical_entity_p"	"23928506"
"208"	"astragalin"	"astragalin"	"astragalin"	"7377"	"C001579"	651	661	"chemical_entity_p"	"23928506"
"209"	"myeloperoxidase"	"myeloperoxidase"	"myeloperoxidase"	"9799"	"55806"	729	744	"gene_entity"	"23928506"
"210"	"MPO"	"mpo"	"mpo"	"9799"	"55805"	746	749	"gene_entity"	"23928506"
"211"	"TNF-a"	"tnf-a"	"tnf-a"	"17028"	"96167"	798	803	"gene_entity"	"23928506"
"212"	"IL-6"	"il-6"	"il-6"	"7627"	"43345"	821	825	"gene_entity"	"23928506"
"213"	"interleukin-1b"	"interleukin-1b"	"interleukin-1b"	"7606"	"43169"	831	845	"gene_entity"	"23928506"
"214"	"IL-1b"	"il-1b"	"il-1b"	"7606"	"43168"	847	852	"gene_entity"	"23928506"
"215"	"astragalin"	"astragalin"	"astragalin"	"7377"	"C001579"	933	943	"chemical_entity_p"	"23928506"
"216"	"p65"	"p65"	"p65"	"13597"	"77172"	1104	1107	"gene_entity"	"23928506"
"217"	"astragalin"	"astragalin"	"astragalin"	"7377"	"C001579"	1138	1148	"chemical_entity_p"	"23928506"
"218"	"Astragalin"	"astragalin"	"astragalin"	"7377"	"C001579"	1343	1353	"chemical_entity_p"	"23928506"
"219"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	56	65	"chemical_entity_p"	"23379261"
