"pubtatot_term"	"db_term"	"db_equivalence"	"term_id"	"mesh_id"	"start_pos"	"end_pos"	"entity_type"	"entity_pmid"
"32"	"ERK-2"	"MAPK1"	"MAPK1"	"HGNC:6871"	"5594"	31	36	"gene_hgnc_entity"	"15531431"
"33"	"pituitary tumor"	"Pituitary Tumor"	"Pituitary Tumor"	"518"	"D010911"	904	919	"cancer_type_entity_p"	"15531431"
"34"	"coumestrol"	"Coumestrol"	"Coumestrol"	"126"	"D003375"	1042	1052	"chemical_entity_p"	"15531431"
"35"	"p-nonylphenol"	"nonylphenol"	"nonylphenol"	"350"	"C025256"	1188	1201	"chemical_entity_p"	"15531431"
"36"	"bisphenol A"	"bisphenol A"	"bisphenol A"	"285"	"C006780"	1206	1217	"chemical_entity_p"	"15531431"
"37"	"bisphenolA"	"bisphenol A"	"bisphenol A"	"285"	"C006780"	1248	1258	"chemical_entity_p"	"15531431"
"38"	"ERK"	"erk"	"erk"	"9282"	"52718"	1466	1469	"gene_entity"	"15531431"
"39"	"Src"	"SRC"	"SRC"	"HGNC:11283"	"6714"	1569	1572	"gene_hgnc_entity"	"15531431"
"40"	"ERK"	"erk"	"erk"	"9282"	"52718"	1676	1679	"gene_entity"	"15531431"
"41"	"matrix metalloproteinase-9"	"MMP9"	"MMP9"	"HGNC:7176"	"4318"	49	75	"gene_hgnc_entity"	"12851530"
"42"	"Matrix metalloproteinase-9"	"MMP9"	"MMP9"	"HGNC:7176"	"4318"	104	130	"gene_hgnc_entity"	"12851530"
"43"	"MMP-9"	"MMP9"	"MMP9"	"HGNC:7176"	"4318"	132	137	"gene_hgnc_entity"	"12851530"
"44"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	185	190	"cancer_type_entity_p"	"12851530"
"45"	"Vascular endothelial growth factor"	"VEGFA"	"VEGFA"	"HGNC:12680"	"7422"	201	235	"gene_hgnc_entity"	"12851530"
"46"	"VEGF"	"VEGFA"	"VEGFA"	"HGNC:12680"	"7422"	237	241	"gene_hgnc_entity"	"12851530"
"47"	"MMP-9"	"MMP9"	"MMP9"	"HGNC:7176"	"4318"	291	296	"gene_hgnc_entity"	"12851530"
"48"	"tissue factor"	"F3"	"F3"	"HGNC:3541"	"2152"	399	412	"gene_hgnc_entity"	"12851530"
"49"	"TF"	"F3"	"F3"	"HGNC:3541"	"2152"	414	416	"gene_hgnc_entity"	"12851530"
"50"	"VEGF"	"VEGFA"	"VEGFA"	"HGNC:12680"	"7422"	422	426	"gene_hgnc_entity"	"12851530"
"51"	"TF"	"F3"	"F3"	"HGNC:3541"	"2152"	430	432	"gene_hgnc_entity"	"12851530"
"52"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	512	517	"cancer_type_entity_p"	"12851530"
"53"	"VEGF"	"VEGFA"	"VEGFA"	"HGNC:12680"	"7422"	542	546	"gene_hgnc_entity"	"12851530"
"54"	"MMP-9"	"MMP9"	"MMP9"	"HGNC:7176"	"4318"	551	556	"gene_hgnc_entity"	"12851530"
"55"	"MMP-9"	"MMP9"	"MMP9"	"HGNC:7176"	"4318"	589	594	"gene_hgnc_entity"	"12851530"
"56"	"A375"	"Melanoma"	"a375"	"521"	"D008545"	615	619	"cancer_type_entity_cell"	"12851530"
"57"	"malignant melanoma"	"Melanoma"	"Melanoma"	"521"	"D008545"	620	638	"cancer_type_entity_p"	"12851530"
"58"	"bladder carcinoma"	"Bladder Cancer"	"Bladder Cancer"	"524"	"D001749"	647	664	"cancer_type_entity_p"	"12851530"
"59"	"TF"	"F3"	"F3"	"HGNC:3541"	"2152"	666	668	"gene_hgnc_entity"	"12851530"
"60"	"myeloid leukemia"	"Leukemia Myeloid"	"Leukemia Myeloid"	"572"	"D007951"	688	704	"cancer_type_entity_p"	"12851530"
"61"	"TF"	"F3"	"F3"	"HGNC:3541"	"2152"	706	708	"gene_hgnc_entity"	"12851530"
"62"	"MMP-9"	"MMP9"	"MMP9"	"HGNC:7176"	"4318"	823	828	"gene_hgnc_entity"	"12851530"
"63"	"MMP-9"	"MMP9"	"MMP9"	"HGNC:7176"	"4318"	984	989	"gene_hgnc_entity"	"12851530"
"64"	"A375"	"Melanoma"	"a375"	"521"	"D008545"	998	1002	"cancer_type_entity_cell"	"12851530"
"65"	"malignant melanoma"	"Melanoma"	"Melanoma"	"521"	"D008545"	1003	1021	"cancer_type_entity_p"	"12851530"
"66"	"bladder carcinoma"	"Bladder Cancer"	"Bladder Cancer"	"524"	"D001749"	1080	1097	"cancer_type_entity_p"	"12851530"
"67"	"MMP-9"	"MMP9"	"MMP9"	"HGNC:7176"	"4318"	1218	1223	"gene_hgnc_entity"	"12851530"
"68"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	1334	1343	"chemical_entity_p"	"12851530"
"69"	"PD98059"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"4683"	"C093973"	1444	1451	"chemical_entity_p"	"12851530"
"70"	"A375"	"Melanoma"	"a375"	"521"	"D008545"	1510	1514	"cancer_type_entity_cell"	"12851530"
"71"	"MMP-9"	"MMP9"	"MMP9"	"HGNC:7176"	"4318"	1589	1594	"gene_hgnc_entity"	"12851530"
"72"	"MMP-9"	"MMP9"	"MMP9"	"HGNC:7176"	"4318"	1657	1662	"gene_hgnc_entity"	"12851530"
"73"	"TF"	"F3"	"F3"	"HGNC:3541"	"2152"	1666	1668	"gene_hgnc_entity"	"12851530"
"74"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	17	26	"chemical_entity_p"	"23143780"
"75"	"thyroid cancer"	"Thyroid Cancer"	"Thyroid Cancer"	"519"	"D013964"	98	112	"cancer_type_entity_p"	"23143780"
"76"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	229	235	"cancer_type_entity_p"	"23143780"
"77"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	289	295	"cancer_type_entity_p"	"23143780"
"78"	"Genistein"	"Genistein"	"Genistein"	"127"	"D019833"	465	474	"chemical_entity_p"	"23143780"
"79"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	545	551	"cancer_type_entity_p"	"23143780"
"80"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	760	769	"chemical_entity_p"	"23143780"
"81"	"thyroid cancer"	"Thyroid Cancer"	"Thyroid Cancer"	"519"	"D013964"	801	815	"cancer_type_entity_p"	"23143780"
"82"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	854	863	"chemical_entity_p"	"23143780"
"83"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	1387	1396	"chemical_entity_p"	"23143780"
"84"	"Caspase 3"	"CASP3"	"CASP3"	"HGNC:1504"	"836"	1652	1661	"gene_hgnc_entity"	"23143780"
"85"	"Caspase 9"	"CASP9"	"CASP9"	"HGNC:1511"	"842"	1663	1672	"gene_hgnc_entity"	"23143780"
"86"	"cytochrome c"	"CYCS"	"CYCS"	"HGNC:19986"	"54205"	1674	1686	"gene_hgnc_entity"	"23143780"
"87"	"Caspase 8"	"CASP8"	"CASP8"	"HGNC:1509"	"841"	1688	1697	"gene_hgnc_entity"	"23143780"
"88"	"thyroid cancer"	"Thyroid Cancer"	"Thyroid Cancer"	"519"	"D013964"	1811	1825	"cancer_type_entity_p"	"23143780"
"89"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	1862	1871	"chemical_entity_p"	"23143780"
"90"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	2008	2017	"chemical_entity_p"	"23143780"
"91"	"colon cancer"	"Colorectal Cancer"	"Colorectal Cancer"	"15585"	"D015179"	57	69	"cancer_type_entity_p"	"14754875"
"92"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	233	239	"cancer_type_entity_p"	"14754875"
"93"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	368	374	"cancer_type_entity_p"	"14754875"
"94"	"HT-29"	"Colon Cancer"	"ht-29"	"494"	"D003110"	519	524	"cancer_type_entity_cell"	"14754875"
"95"	"colon carcinoma"	"Colorectal Cancer"	"Colorectal Cancer"	"15585"	"D015179"	531	546	"cancer_type_entity_p"	"14754875"
"96"	"flavonoid flavone"	"Flavonoids"	"Flavonoids"	"104"	"D005419"	649	666	"chemical_entity_p"	"14754875"
"97"	"flavone"	"Flavones"	"flavone"	"113"	"D047309"	911	918	"chemical_entity_e"	"14754875"
"98"	"bcl-X(L)"	"BCL2L1"	"BCL2L1"	"HGNC:992"	"598"	1027	1035	"gene_hgnc_entity"	"14754875"
"99"	"flavone"	"Flavones"	"flavone"	"113"	"D047309"	1055	1062	"chemical_entity_e"	"14754875"
"100"	"bcl-X(L)"	"BCL2L1"	"BCL2L1"	"HGNC:992"	"598"	1146	1154	"gene_hgnc_entity"	"14754875"
"101"	"flavone"	"Flavones"	"flavone"	"113"	"D047309"	1175	1182	"chemical_entity_e"	"14754875"
"102"	"colon cancer"	"Colorectal Cancer"	"Colorectal Cancer"	"15585"	"D015179"	1374	1386	"cancer_type_entity_p"	"14754875"
"103"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	1455	1461	"cancer_type_entity_p"	"14754875"
"104"	"hepatocellular carcinoma"	"Hepatocellular carcinoma"	"Hepatocellular carcinoma"	"230098"	"D006528"	86	110	"cancer_type_entity_p"	"28572744"
"105"	"Hepatocellular carcinoma"	"Hepatocellular carcinoma"	"Hepatocellular carcinoma"	"230098"	"D006528"	135	159	"cancer_type_entity_p"	"28572744"
"106"	"HCC"	"Hepatocellular carcinoma"	"Hepatocellular carcinoma"	"230098"	"D006528"	161	164	"cancer_type_entity_p"	"28572744"
"107"	"malignancy"	"Cancers"	"Cancers"	"10007"	"D009369"	193	203	"cancer_type_entity_p"	"28572744"
"108"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	235	241	"cancer_type_entity_p"	"28572744"
"109"	"HCC"	"Hepatocellular carcinoma"	"Hepatocellular carcinoma"	"230098"	"D006528"	365	368	"cancer_type_entity_p"	"28572744"
"110"	"HepG2"	"Liver Cancer"	"hepg-2"	"506"	"D008113"	597	602	"cancer_type_entity_cell"	"28572744"
"111"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	816	821	"cancer_type_entity_p"	"28572744"
"112"	"Kruppel-like factor 6"	"KLF6"	"KLF6"	"HGNC:2235"	"1316"	850	871	"gene_hgnc_entity"	"28572744"
"113"	"KLF6"	"KLF6"	"KLF6"	"HGNC:2235"	"1316"	873	877	"gene_hgnc_entity"	"28572744"
"114"	"activating transcription factor 3"	"ATF3"	"ATF3"	"HGNC:785"	"467"	880	913	"gene_hgnc_entity"	"28572744"
"115"	"ATF3"	"ATF3"	"ATF3"	"HGNC:785"	"467"	915	919	"gene_hgnc_entity"	"28572744"
"116"	"p21"	"p21"	"p21"	"2806"	"15718"	925	928	"gene_entity"	"28572744"
"117"	"E2F transcription factor 1"	"E2F1"	"E2F1"	"HGNC:3113"	"1869"	1000	1026	"gene_hgnc_entity"	"28572744"
"118"	"E2F1"	"E2F1"	"E2F1"	"HGNC:3113"	"1869"	1028	1032	"gene_hgnc_entity"	"28572744"
"119"	"pituitary tumor transforming gene 1"	"PTTG1"	"PTTG1"	"HGNC:9690"	"9232"	1038	1073	"gene_hgnc_entity"	"28572744"
"120"	"PTTG1"	"PTTG1"	"PTTG1"	"HGNC:9690"	"9232"	1075	1080	"gene_hgnc_entity"	"28572744"
"121"	"extracellular signal-regulated kinases 1/2"	"MAPK1"	"MAPK1"	"HGNC:6871"	"5594"	1096	1138	"gene_hgnc_entity"	"28572744"
"122"	"ERK1/2"	"erk1/2"	"erk1/2"	"9282"	"108478"	1140	1146	"gene_entity"	"28572744"
"123"	"PD98059"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"4683"	"C093973"	1159	1166	"chemical_entity_p"	"28572744"
"124"	"KLF6"	"KLF6"	"KLF6"	"HGNC:2235"	"1316"	1260	1264	"gene_hgnc_entity"	"28572744"
"125"	"ATF3"	"ATF3"	"ATF3"	"HGNC:785"	"467"	1269	1273	"gene_hgnc_entity"	"28572744"
"126"	"PD98059"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"4683"	"C093973"	1297	1304	"chemical_entity_p"	"28572744"
"127"	"E2F1"	"E2F1"	"E2F1"	"HGNC:3113"	"1869"	1342	1346	"gene_hgnc_entity"	"28572744"
"128"	"PTTG1"	"PTTG1"	"PTTG1"	"HGNC:9690"	"9232"	1351	1356	"gene_hgnc_entity"	"28572744"
"129"	"HCC"	"Hepatocellular carcinoma"	"Hepatocellular carcinoma"	"230098"	"D006528"	1427	1430	"cancer_type_entity_p"	"28572744"
"130"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	1524	1529	"cancer_type_entity_p"	"28572744"
"131"	"ERK1/2"	"erk1/2"	"erk1/2"	"9282"	"108478"	1579	1585	"gene_entity"	"28572744"
"132"	"cancers"	"Cancers"	"Cancers"	"10007"	"D009369"	1711	1718	"cancer_type_entity_p"	"28572744"
"133"	"malignancies"	"Cancers"	"Cancers"	"10007"	"D009369"	1829	1841	"cancer_type_entity_p"	"28572744"
"134"	"(2R,3R)-2″-acetyl astilbin"	"astilbin"	"astilbin"	"7280"	"C099069"	180	206	"chemical_entity_p"	"21315392"
"135"	"(2R,3R)-3″-acetyl astilbin"	"astilbin"	"astilbin"	"7280"	"C099069"	208	234	"chemical_entity_p"	"21315392"
"136"	"(2R,3R)-4″-acetyl astilbin"	"astilbin"	"astilbin"	"7280"	"C099069"	236	262	"chemical_entity_p"	"21315392"
"137"	"(2R,3R)-3″-acetyl engeletin"	"engeletin"	"engeletin"	"7311"	"C522936"	264	291	"chemical_entity_p"	"21315392"
"138"	"(2R,3S)-4″-acetyl isoastilbin"	"astilbin"	"astilbin"	"7280"	"C099069"	293	322	"chemical_entity_p"	"21315392"
"139"	"2-(4-hydroxyphenyl)-3,4,9,10-tetrahydro-3,5-dihydroxy-10-(3,4-dihydroxyphenyl)-(2R,3R,10S)-2H"	"lophirachalcone"	"lophirachalcone"	"508"	"C075561"	457	550	"chemical_entity_p"	"21315392"
"140"	"flavonoids"	"Flavonoids"	"Flavonoids"	"104"	"D005419"	1032	1042	"chemical_entity_p"	"21315392"
"141"	"catechin"	"Catechin"	"Catechin"	"109"	"D002392"	1047	1055	"chemical_entity_p"	"21315392"
"142"	"breast cancer"	"Breast Cancer"	"Breast Cancer"	"484"	"D001943"	1237	1250	"cancer_type_entity_p"	"21315392"
"143"	"MCF-7"	"Breast Cancer"	"mcf-7"	"484"	"D001943"	1262	1267	"cancer_type_entity_cell"	"21315392"
"144"	"flavanonol rhamnosides"	"luteolin 8-C-rhamnoside-7-O-rhamnoside"	"luteolin 8-C-rhamnoside-7-O-rhamnoside"	"7201"	"C091010"	1320	1342	"chemical_entity_p"	"21315392"
"145"	"flavanonol rhamnoside acetates"	"luteolin 8-C-rhamnoside-7-O-rhamnoside"	"luteolin 8-C-rhamnoside-7-O-rhamnoside"	"7201"	"C091010"	1447	1477	"chemical_entity_p"	"21315392"
"146"	"MCF-7"	"Breast Cancer"	"mcf-7"	"484"	"D001943"	1519	1524	"cancer_type_entity_cell"	"21315392"
"147"	"Hsp90"	"HSP90AA1"	"HSP90AA1"	"HGNC:5253"	"3320"	125	130	"gene_hgnc_entity"	"22984537"
"148"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	190	196	"cancer_type_entity_p"	"22984537"
"149"	"Hsp90"	"HSP90AA1"	"HSP90AA1"	"HGNC:5253"	"3320"	311	316	"gene_hgnc_entity"	"22984537"
"150"	"Hsp90a"	"hsp90a"	"hsp90a"	"7368"	"41710"	364	370	"gene_entity"	"22984537"
"151"	"Hsp90"	"HSP90AA1"	"HSP90AA1"	"HGNC:5253"	"3320"	857	862	"gene_hgnc_entity"	"22984537"
"152"	"colon cancer"	"Colorectal Cancer"	"Colorectal Cancer"	"15585"	"D015179"	1014	1026	"cancer_type_entity_p"	"22984537"
"153"	"Hsp72"	"HSPA1A"	"HSPA1A"	"HGNC:5232"	"3303"	1129	1134	"gene_hgnc_entity"	"22984537"
"154"	"Hsp27"	"HSPB1"	"HSPB1"	"HGNC:5246"	"3315"	1139	1144	"gene_hgnc_entity"	"22984537"
"155"	"Hsp90"	"HSP90AA1"	"HSP90AA1"	"HGNC:5253"	"3320"	1185	1190	"gene_hgnc_entity"	"22984537"
"156"	"CRAF"	"RAF1"	"RAF1"	"HGNC:9829"	"5894"	1200	1204	"gene_hgnc_entity"	"22984537"
"157"	"ERBB2"	"ERBB2"	"ERBB2"	"HGNC:3430"	"2064"	1206	1211	"gene_hgnc_entity"	"22984537"
"158"	"CDK4"	"CDK4"	"CDK4"	"HGNC:1773"	"1019"	1216	1220	"gene_hgnc_entity"	"22984537"
"159"	"Hsp90"	"HSP90AA1"	"HSP90AA1"	"HGNC:5253"	"3320"	1300	1305	"gene_hgnc_entity"	"22984537"
"160"	"PARP"	"COL11A2"	"COL11A2"	"HGNC:2187"	"1302"	1367	1371	"gene_hgnc_entity"	"22984537"
"161"	"Hsp90"	"HSP90AA1"	"HSP90AA1"	"HGNC:5253"	"3320"	1407	1412	"gene_hgnc_entity"	"22984537"
"162"	"Hsp90"	"HSP90AA1"	"HSP90AA1"	"HGNC:5253"	"3320"	1514	1519	"gene_hgnc_entity"	"22984537"
"163"	"Hsp90"	"HSP90AA1"	"HSP90AA1"	"HGNC:5253"	"3320"	1766	1771	"gene_hgnc_entity"	"22984537"
"164"	"IFN-r1"	"IFNAR1"	"IFNAR1"	"HGNC:5432"	"3454"	63	69	"gene_hgnc_entity"	"26718740"
"165"	"p53"	"TP53"	"TP53"	"HGNC:11998"	"7157"	71	74	"gene_hgnc_entity"	"26718740"
"166"	"PTEN"	"PTEN"	"PTEN"	"HGNC:9588"	"5728"	76	80	"gene_hgnc_entity"	"26718740"
"167"	"VEGF"	"VEGFA"	"VEGFA"	"HGNC:12680"	"7422"	82	86	"gene_hgnc_entity"	"26718740"
"168"	"TIMP-1"	"TIMP1"	"TIMP1"	"HGNC:11820"	"7076"	88	94	"gene_hgnc_entity"	"26718740"
"169"	"MMP-9"	"MMP9"	"MMP9"	"HGNC:7176"	"4318"	99	104	"gene_hgnc_entity"	"26718740"
"170"	"pancreatic cancer"	"Pancreatic Cancer"	"Pancreatic Cancer"	"507"	"D010190"	108	125	"cancer_type_entity_p"	"26718740"
"171"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	216	221	"cancer_type_entity_p"	"26718740"
"172"	"TLR7"	"TLR7"	"TLR7"	"HGNC:15631"	"51284"	235	239	"gene_hgnc_entity"	"26718740"
"173"	"pancreatic cancer"	"Pancreatic Cancer"	"Pancreatic Cancer"	"507"	"D010190"	314	331	"cancer_type_entity_p"	"26718740"
"174"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	397	403	"cancer_type_entity_p"	"26718740"
"175"	"TLR7"	"TLR7"	"TLR7"	"HGNC:15631"	"51284"	454	458	"gene_hgnc_entity"	"26718740"
"176"	"pancreatic cancer"	"Pancreatic Cancer"	"Pancreatic Cancer"	"507"	"D010190"	471	488	"cancer_type_entity_p"	"26718740"
"177"	"TLR7"	"TLR7"	"TLR7"	"HGNC:15631"	"51284"	579	583	"gene_hgnc_entity"	"26718740"
"178"	"ERK1/2"	"erk1/2"	"erk1/2"	"9282"	"108478"	609	615	"gene_entity"	"26718740"
"179"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	698	704	"cancer_type_entity_p"	"26718740"
"180"	"PTEN"	"PTEN"	"PTEN"	"HGNC:9588"	"5728"	773	777	"gene_hgnc_entity"	"26718740"
"181"	"p53"	"TP53"	"TP53"	"HGNC:11998"	"7157"	780	783	"gene_hgnc_entity"	"26718740"
"182"	"IFN-r1"	"IFNAR1"	"IFNAR1"	"HGNC:5432"	"3454"	804	810	"gene_hgnc_entity"	"26718740"
"183"	"vascular endothelial growth factor"	"VEGFA"	"VEGFA"	"HGNC:12680"	"7422"	813	847	"gene_hgnc_entity"	"26718740"
"184"	"VEGF"	"VEGFA"	"VEGFA"	"HGNC:12680"	"7422"	849	853	"gene_hgnc_entity"	"26718740"
"185"	"matrix metalloproteinase 9"	"MMP9"	"MMP9"	"HGNC:7176"	"4318"	856	882	"gene_hgnc_entity"	"26718740"
"186"	"MMP-9"	"MMP9"	"MMP9"	"HGNC:7176"	"4318"	884	889	"gene_hgnc_entity"	"26718740"
"187"	"tissue inhibitor of metalloproteinase 1"	"TIMP1"	"TIMP1"	"HGNC:11820"	"7076"	895	934	"gene_hgnc_entity"	"26718740"
"188"	"TIMP-1"	"TIMP1"	"TIMP1"	"HGNC:11820"	"7076"	936	942	"gene_hgnc_entity"	"26718740"
"189"	"TLR7"	"TLR7"	"TLR7"	"HGNC:15631"	"51284"	989	993	"gene_hgnc_entity"	"26718740"
"190"	"IFN-r1"	"IFNAR1"	"IFNAR1"	"HGNC:5432"	"3454"	1090	1096	"gene_hgnc_entity"	"26718740"
"191"	"MMP-9"	"MMP9"	"MMP9"	"HGNC:7176"	"4318"	1101	1106	"gene_hgnc_entity"	"26718740"
"192"	"p53"	"TP53"	"TP53"	"HGNC:11998"	"7157"	1155	1158	"gene_hgnc_entity"	"26718740"
"193"	"PTEN"	"PTEN"	"PTEN"	"HGNC:9588"	"5728"	1160	1164	"gene_hgnc_entity"	"26718740"
"194"	"TIMP-1"	"TIMP1"	"TIMP1"	"HGNC:11820"	"7076"	1166	1172	"gene_hgnc_entity"	"26718740"
"195"	"VEGF"	"VEGFA"	"VEGFA"	"HGNC:12680"	"7422"	1207	1211	"gene_hgnc_entity"	"26718740"
"196"	"PD98059"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one"	"4683"	"C093973"	1389	1396	"chemical_entity_p"	"26718740"
"197"	"ERK"	"erk"	"erk"	"9282"	"52718"	1422	1425	"gene_entity"	"26718740"
"198"	"ERK1/2"	"erk1/2"	"erk1/2"	"9282"	"108478"	1492	1498	"gene_entity"	"26718740"
"199"	"TLR7"	"TLR7"	"TLR7"	"HGNC:15631"	"51284"	1613	1617	"gene_hgnc_entity"	"26718740"
"200"	"BxPC-3"	"Carcinoma, Pancreatic Ductal"	"bxpc-3"	"20423"	"D021441"	1673	1679	"cancer_type_entity_cell"	"26718740"
"201"	"pancreatic cancer"	"Pancreatic Cancer"	"Pancreatic Cancer"	"507"	"D010190"	1680	1697	"cancer_type_entity_p"	"26718740"
"202"	"ERK1/2"	"MAPK3"	"MAPK3"	"HGNC:6877"	"5595"	1768	1774	"gene_hgnc_entity"	"26718740"
"203"	"Flavonoids"	"Flavonoids"	"Flavonoids"	"104"	"D005419"	0	10	"chemical_entity_p"	"29438890"
"204"	"Erk"	"MAPK1"	"MAPK1"	"HGNC:6871"	"5594"	87	90	"gene_hgnc_entity"	"29438890"
"205"	"ovarian cancer"	"Ovarian Cancer"	"Ovarian Cancer"	"538"	"D010051"	102	116	"cancer_type_entity_p"	"29438890"
"206"	"Ovarian cancer"	"Ovarian Cancer"	"Ovarian Cancer"	"538"	"D010051"	124	138	"cancer_type_entity_p"	"29438890"
"207"	"ovarian cancer"	"Ovarian Cancer"	"Ovarian Cancer"	"538"	"D010051"	344	358	"cancer_type_entity_p"	"29438890"
