"pubtatot_term"	"db_term"	"db_equivalence"	"term_id"	"mesh_id"	"start_pos"	"end_pos"	"entity_type"	"entity_pmid"
"35"	"chafuroside B"	"3,4,11-trihydroxy-2-(hydroxymethyl)-8-(4-hydroxyphenyl)-3,4,4a,11b-tetrahydro-2H,10H-pyrano(2',3'-4,5)furo(3,2-g)chromen-10-one"	"3,4,11-trihydroxy-2-(hydroxymethyl)-8-(4-hydroxyphenyl)-3,4,4a,11b-tetrahydro-2H,10H-pyrano(2',3'-4,5)furo(3,2-g)chromen-10-one"	"6722"	"C510948"	276	289	"chemical_entity_p"	"24116222"
"36"	"chafuroside B"	"3,4,11-trihydroxy-2-(hydroxymethyl)-8-(4-hydroxyphenyl)-3,4,4a,11b-tetrahydro-2H,10H-pyrano(2',3'-4,5)furo(3,2-g)chromen-10-one"	"3,4,11-trihydroxy-2-(hydroxymethyl)-8-(4-hydroxyphenyl)-3,4,4a,11b-tetrahydro-2H,10H-pyrano(2',3'-4,5)furo(3,2-g)chromen-10-one"	"6722"	"C510948"	388	401	"chemical_entity_p"	"24116222"
"37"	"Chafuroside B"	"3,4,11-trihydroxy-2-(hydroxymethyl)-8-(4-hydroxyphenyl)-3,4,4a,11b-tetrahydro-2H,10H-pyrano(2',3'-4,5)furo(3,2-g)chromen-10-one"	"3,4,11-trihydroxy-2-(hydroxymethyl)-8-(4-hydroxyphenyl)-3,4,4a,11b-tetrahydro-2H,10H-pyrano(2',3'-4,5)furo(3,2-g)chromen-10-one"	"6722"	"C510948"	561	574	"chemical_entity_p"	"24116222"
"38"	"caspase-3"	"CASP3"	"CASP3"	"HGNC:1504"	"836"	644	653	"gene_hgnc_entity"	"24116222"
"39"	"chafuroside B"	"3,4,11-trihydroxy-2-(hydroxymethyl)-8-(4-hydroxyphenyl)-3,4,4a,11b-tetrahydro-2H,10H-pyrano(2',3'-4,5)furo(3,2-g)chromen-10-one"	"3,4,11-trihydroxy-2-(hydroxymethyl)-8-(4-hydroxyphenyl)-3,4,4a,11b-tetrahydro-2H,10H-pyrano(2',3'-4,5)furo(3,2-g)chromen-10-one"	"6722"	"C510948"	815	828	"chemical_entity_p"	"24116222"
"40"	"interleukin (IL)-10"	"IL10"	"IL10"	"HGNC:5962"	"3586"	885	904	"gene_hgnc_entity"	"24116222"
"41"	"tumor necrosis factor"	"TNF"	"TNF"	"HGNC:11892"	"7124"	906	927	"gene_hgnc_entity"	"24116222"
"42"	"TNF"	"TNF"	"TNF"	"HGNC:11892"	"7124"	929	932	"gene_hgnc_entity"	"24116222"
"43"	"chafuroside B"	"3,4,11-trihydroxy-2-(hydroxymethyl)-8-(4-hydroxyphenyl)-3,4,4a,11b-tetrahydro-2H,10H-pyrano(2',3'-4,5)furo(3,2-g)chromen-10-one"	"3,4,11-trihydroxy-2-(hydroxymethyl)-8-(4-hydroxyphenyl)-3,4,4a,11b-tetrahydro-2H,10H-pyrano(2',3'-4,5)furo(3,2-g)chromen-10-one"	"6722"	"C510948"	1094	1107	"chemical_entity_p"	"24116222"
"44"	"receptor activator of nuclear factor kB ligand"	"TNFSF11"	"TNFSF11"	"HGNC:11926"	"8600"	1158	1204	"gene_hgnc_entity"	"24116222"
"45"	"RANKL"	"TNFSF11"	"TNFSF11"	"HGNC:11926"	"8600"	1206	1211	"gene_hgnc_entity"	"24116222"
"46"	"chafuroside B"	"3,4,11-trihydroxy-2-(hydroxymethyl)-8-(4-hydroxyphenyl)-3,4,4a,11b-tetrahydro-2H,10H-pyrano(2',3'-4,5)furo(3,2-g)chromen-10-one"	"3,4,11-trihydroxy-2-(hydroxymethyl)-8-(4-hydroxyphenyl)-3,4,4a,11b-tetrahydro-2H,10H-pyrano(2',3'-4,5)furo(3,2-g)chromen-10-one"	"6722"	"C510948"	1247	1260	"chemical_entity_p"	"24116222"
"47"	"IL-10"	"IL10"	"IL10"	"HGNC:5962"	"3586"	1337	1342	"gene_hgnc_entity"	"24116222"
"48"	"TNF-a"	"TNF"	"TNF"	"HGNC:11892"	"7124"	1344	1349	"gene_hgnc_entity"	"24116222"
"49"	"RANKL"	"TNFSF11"	"TNFSF11"	"HGNC:11926"	"8600"	1361	1366	"gene_hgnc_entity"	"24116222"
"50"	"chafuroside B"	"3,4,11-trihydroxy-2-(hydroxymethyl)-8-(4-hydroxyphenyl)-3,4,4a,11b-tetrahydro-2H,10H-pyrano(2',3'-4,5)furo(3,2-g)chromen-10-one"	"3,4,11-trihydroxy-2-(hydroxymethyl)-8-(4-hydroxyphenyl)-3,4,4a,11b-tetrahydro-2H,10H-pyrano(2',3'-4,5)furo(3,2-g)chromen-10-one"	"6722"	"C510948"	1451	1464	"chemical_entity_p"	"24116222"
"51"	"chafuroside B"	"3,4,11-trihydroxy-2-(hydroxymethyl)-8-(4-hydroxyphenyl)-3,4,4a,11b-tetrahydro-2H,10H-pyrano(2',3'-4,5)furo(3,2-g)chromen-10-one"	"3,4,11-trihydroxy-2-(hydroxymethyl)-8-(4-hydroxyphenyl)-3,4,4a,11b-tetrahydro-2H,10H-pyrano(2',3'-4,5)furo(3,2-g)chromen-10-one"	"6722"	"C510948"	1567	1580	"chemical_entity_p"	"24116222"
"52"	"chafuroside B"	"3,4,11-trihydroxy-2-(hydroxymethyl)-8-(4-hydroxyphenyl)-3,4,4a,11b-tetrahydro-2H,10H-pyrano(2',3'-4,5)furo(3,2-g)chromen-10-one"	"3,4,11-trihydroxy-2-(hydroxymethyl)-8-(4-hydroxyphenyl)-3,4,4a,11b-tetrahydro-2H,10H-pyrano(2',3'-4,5)furo(3,2-g)chromen-10-one"	"6722"	"C510948"	1678	1691	"chemical_entity_p"	"24116222"
"53"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	611	617	"cancer_type_entity_p"	"11518614"
"54"	"MCF-7"	"Breast Cancer"	"mcf-7"	"484"	"D001943"	865	870	"cancer_type_entity_cell"	"11518614"
"55"	"HeLa"	"Cervical Cancer"	"hela"	"540"	"D002583"	908	912	"cancer_type_entity_cell"	"11518614"
"56"	"estrogen receptors (ER) alpha"	"ESR1"	"ESR1"	"HGNC:3467"	"2099"	977	1006	"gene_hgnc_entity"	"11518614"
"57"	"ER-alpha"	"ESR1"	"ESR1"	"HGNC:3467"	"2099"	1196	1204	"gene_hgnc_entity"	"11518614"
"58"	"ER-beta"	"ESR2"	"ESR2"	"HGNC:3468"	"2100"	1216	1223	"gene_hgnc_entity"	"11518614"
"59"	"coumestrol"	"Coumestrol"	"Coumestrol"	"126"	"D003375"	1417	1427	"chemical_entity_p"	"11518614"
"60"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	1446	1455	"chemical_entity_p"	"11518614"
"61"	"4-nonylphenol"	"4-nonylphenol"	"4-nonylphenol"	"413"	"C041594"	1457	1470	"chemical_entity_p"	"11518614"
"62"	"4-octylphenol"	"4-octylphenol"	"4-octylphenol"	"529"	"C080417"	1472	1485	"chemical_entity_p"	"11518614"
"63"	"bisphenol A"	"bisphenol A"	"bisphenol A"	"285"	"C006780"	1487	1498	"chemical_entity_p"	"11518614"
"64"	"ER-beta"	"ESR2"	"ESR2"	"HGNC:3468"	"2100"	1749	1756	"gene_hgnc_entity"	"11518614"
"65"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	1767	1776	"chemical_entity_p"	"11518614"
"66"	"breast cancer"	"Breast Cancer"	"Breast Cancer"	"484"	"D001943"	1843	1856	"cancer_type_entity_p"	"11518614"
"67"	"Beclin-1"	"BECN1"	"BECN1"	"HGNC:1034"	"8678"	73	81	"gene_hgnc_entity"	"27696537"
"68"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	353	359	"cancer_type_entity_p"	"27696537"
"69"	"Beclin-1"	"BECN1"	"BECN1"	"HGNC:1034"	"8678"	518	526	"gene_hgnc_entity"	"27696537"
"70"	"Beclin-1"	"BECN1"	"BECN1"	"HGNC:1034"	"8678"	626	634	"gene_hgnc_entity"	"27696537"
"71"	"Beclin-1"	"BECN1"	"BECN1"	"HGNC:1034"	"8678"	770	778	"gene_hgnc_entity"	"27696537"
"72"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	805	810	"cancer_type_entity_p"	"27696537"
"73"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	830	835	"cancer_type_entity_p"	"27696537"
"74"	"Beclin-1"	"BECN1"	"BECN1"	"HGNC:1034"	"8678"	857	865	"gene_hgnc_entity"	"27696537"
"75"	"proanthocyanidin"	"Proanthocyanidins"	"Proanthocyanidins"	"130"	"D044945"	967	983	"chemical_entity_p"	"27696537"
"76"	"Beclin-1"	"BECN1"	"BECN1"	"HGNC:1034"	"8678"	1081	1089	"gene_hgnc_entity"	"27696537"
"77"	"Beclin-1"	"BECN1"	"BECN1"	"HGNC:1034"	"8678"	1310	1318	"gene_hgnc_entity"	"27696537"
"78"	"Beclin-1"	"BECN1"	"BECN1"	"HGNC:1034"	"8678"	1337	1345	"gene_hgnc_entity"	"27696537"
"79"	"Beclin-1"	"BECN1"	"BECN1"	"HGNC:1034"	"8678"	1513	1521	"gene_hgnc_entity"	"27696537"
"80"	"Beclin-1"	"BECN1"	"BECN1"	"HGNC:1034"	"8678"	1585	1593	"gene_hgnc_entity"	"27696537"
"81"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	1883	1889	"cancer_type_entity_p"	"27696537"
"82"	"phenol red"	"Phenolsulfonphthalein"	"Phenolsulfonphthalein"	"69"	"D010637"	799	809	"chemical_entity_p"	"1393819"
"83"	"IL-1"	"il-1"	"il-1"	"7606"	"43170"	1098	1102	"gene_entity"	"1393819"
"84"	"IL-1"	"il-1"	"il-1"	"7606"	"43170"	1187	1191	"gene_entity"	"1393819"
"85"	"IL-1"	"il-1"	"il-1"	"7606"	"43170"	1321	1325	"gene_entity"	"1393819"
"86"	"Tumor necrosis factor"	"tumor necrosis factor"	"tumor necrosis factor"	"17028"	"96162"	1573	1594	"gene_entity"	"1393819"
"87"	"TNF"	"tnf"	"tnf"	"17028"	"96161"	1596	1599	"gene_entity"	"1393819"
"88"	"TNF"	"tnf"	"tnf"	"17028"	"96161"	1655	1658	"gene_entity"	"1393819"
"89"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	251	256	"cancer_type_entity_p"	"15720146"
"90"	"catechol"	"Catechols"	"catechol"	"6"	"D002396"	452	460	"chemical_entity_e"	"15720146"
"91"	"tumour"	"Cancers"	"Cancers"	"10007"	"D009369"	32	38	"cancer_type_entity_p"	"26645854"
"92"	"tumour"	"Cancers"	"Cancers"	"10007"	"D009369"	936	942	"cancer_type_entity_p"	"26645854"
"93"	"HeLa"	"Cervical Cancer"	"hela"	"540"	"D002583"	1059	1063	"cancer_type_entity_cell"	"26645854"
"94"	"MCF-7"	"Breast Cancer"	"mcf-7"	"484"	"D001943"	1068	1073	"cancer_type_entity_cell"	"26645854"
"95"	"MCF-10A"	"Breast Cancer"	"mcf-10a"	"484"	"D001943"	1085	1092	"cancer_type_entity_cell"	"26645854"
"96"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	1197	1203	"cancer_type_entity_p"	"26645854"
"97"	"Polyphenols"	"Polyphenols"	"Polyphenols"	"96"	"D059808"	11	22	"chemical_entity_p"	"28595545"
"98"	"polyphenols"	"Polyphenols"	"Polyphenols"	"96"	"D059808"	123	134	"chemical_entity_p"	"28595545"
"99"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	199	204	"cancer_type_entity_p"	"28595545"
"100"	"phenolic acids"	"phenolic acid"	"phenolic acid"	"2167"	"C017616"	256	270	"chemical_entity_p"	"28595545"
"101"	"phenolic acids"	"phenolic acid"	"phenolic acid"	"2167"	"C017616"	280	294	"chemical_entity_p"	"28595545"
"102"	"rosmarinic acid"	"rosmarinic acid"	"rosmarinic acid"	"2284"	"C041376"	326	341	"chemical_entity_p"	"28595545"
"103"	"flavones"	"Flavones"	"flavones"	"113"	"D047309"	404	412	"chemical_entity_e"	"28595545"
"104"	"isoflavones"	"Isoflavones"	"Isoflavones"	"125"	"D007529"	414	425	"chemical_entity_p"	"28595545"
"105"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	427	436	"chemical_entity_p"	"28595545"
"106"	"anthocyanins"	"Anthocyanins"	"Anthocyanins"	"105"	"D000872"	460	472	"chemical_entity_p"	"28595545"
"107"	"polyphenols"	"Polyphenols"	"Polyphenols"	"96"	"D059808"	513	524	"chemical_entity_p"	"28595545"
"108"	"polyphenol"	"Polyphenols"	"Polyphenols"	"96"	"D059808"	662	672	"chemical_entity_p"	"28595545"
"109"	"polyphenols"	"Polyphenols"	"Polyphenols"	"96"	"D059808"	788	799	"chemical_entity_p"	"28595545"
"110"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	831	840	"chemical_entity_p"	"28595545"
"111"	"rosmarinic acid"	"rosmarinic acid"	"rosmarinic acid"	"2284"	"C041376"	842	857	"chemical_entity_p"	"28595545"
"112"	"lithospermic acid B"	"lithospermic acid B"	"lithospermic acid B"	"2291"	"C111702"	859	878	"chemical_entity_p"	"28595545"
"113"	"daidzin"	"daidzin"	"daidzin"	"6456"	"C013908"	904	911	"chemical_entity_p"	"28595545"
"114"	"polyphenol"	"Polyphenols"	"Polyphenols"	"96"	"D059808"	1249	1259	"chemical_entity_p"	"28595545"
"115"	"polyphenol"	"Polyphenols"	"Polyphenols"	"96"	"D059808"	1432	1442	"chemical_entity_p"	"28595545"
"116"	"anthocyanin"	"Anthocyanins"	"Anthocyanins"	"105"	"D000872"	190	201	"chemical_entity_p"	"19941923"
"117"	"cyclooxygenase-2"	"cyclooxygenase-2"	"cyclooxygenase-2"	"13109"	"74450"	598	614	"gene_entity"	"19941923"
"118"	"COX-2"	"cox-2"	"cox-2"	"13109"	"74449"	616	621	"gene_entity"	"19941923"
"119"	"tumor necrosis factor-alpha"	"tumor necrosis factor-alpha"	"tumor necrosis factor-alpha"	"17028"	"96168"	745	772	"gene_entity"	"19941923"
"120"	"TNF-alpha"	"tnf-alpha"	"tnf-alpha"	"17028"	"96166"	774	783	"gene_entity"	"19941923"
"121"	"interleukin-1beta"	"interleukin-1beta"	"interleukin-1beta"	"7606"	"43191"	786	803	"gene_entity"	"19941923"
"122"	"IL-1beta"	"il-1beta"	"il-1beta"	"7606"	"43173"	805	813	"gene_entity"	"19941923"
"123"	"IL-6"	"il-6"	"il-6"	"7627"	"43345"	834	838	"gene_entity"	"19941923"
"124"	"extracellular signal-regulated kinase"	"extracellular signal-regulated kinase"	"extracellular signal-regulated kinase"	"9282"	"50610"	939	976	"gene_entity"	"19941923"
"125"	"ERK"	"erk"	"erk"	"9282"	"52718"	978	981	"gene_entity"	"19941923"
"126"	"c-Jun N-terminal kinase"	"c-jun n-terminal kinase"	"c-jun n-terminal kinase"	"9288"	"52780"	1002	1025	"gene_entity"	"19941923"
"127"	"JNK"	"jnk"	"jnk"	"9288"	"52774"	1027	1030	"gene_entity"	"19941923"
"128"	"nuclear factor kappa B"	"nuclear factor kappa b"	"nuclear factor kappa b"	"10540"	"60260"	1047	1069	"gene_entity"	"19941923"
"129"	"NF-kappaB"	"nf-kappab"	"nf-kappab"	"10540"	"60265"	1071	1080	"gene_entity"	"19941923"
"130"	"ERK"	"erk"	"erk"	"9282"	"52718"	1289	1292	"gene_entity"	"19941923"
"131"	"JNK"	"jnk"	"jnk"	"9288"	"52774"	1294	1297	"gene_entity"	"19941923"
"132"	"NF-kappaB"	"nf-kappab"	"nf-kappab"	"10540"	"60265"	1302	1311	"gene_entity"	"19941923"
"133"	"plasma membrane Ca(2+)-ATPase"	"ATP2B2"	"ATP2B2"	"HGNC:815"	"491"	21	50	"gene_hgnc_entity"	"28955914"
"134"	"Plasma membrane Ca(2+)-ATPase"	"ATP2B2"	"ATP2B2"	"HGNC:815"	"491"	96	125	"gene_hgnc_entity"	"28955914"
"135"	"PMCA"	"ATP2B2"	"ATP2B2"	"HGNC:815"	"491"	127	131	"gene_hgnc_entity"	"28955914"
"136"	"PMCA"	"ATP2B2"	"ATP2B2"	"HGNC:815"	"491"	253	257	"gene_hgnc_entity"	"28955914"
"137"	"PMCA"	"ATP2B2"	"ATP2B2"	"HGNC:815"	"491"	283	287	"gene_hgnc_entity"	"28955914"
"138"	"PMCA"	"ATP2B2"	"ATP2B2"	"HGNC:815"	"491"	477	481	"gene_hgnc_entity"	"28955914"
"139"	"MDA-MB-231"	"Breast Cancer"	"mda-mb-231"	"484"	"D001943"	527	537	"cancer_type_entity_cell"	"28955914"
"140"	"breast cancer"	"Breast Cancer"	"Breast Cancer"	"484"	"D001943"	538	551	"cancer_type_entity_p"	"28955914"
"141"	"PMCA"	"ATP2B2"	"ATP2B2"	"HGNC:815"	"491"	860	864	"gene_hgnc_entity"	"28955914"
"142"	"PMCA"	"ATP2B2"	"ATP2B2"	"HGNC:815"	"491"	934	938	"gene_hgnc_entity"	"28955914"
"143"	"Ehrlich ascites tumor"	"Carcinoma, Ehrlich Tumor"	"Carcinoma, Ehrlich Tumor"	"3233"	"D002286"	63	84	"cancer_type_entity_p"	"8615647"
"144"	"Ehrlich ascites tumour"	"Carcinoma, Ehrlich Tumor"	"Carcinoma, Ehrlich Tumor"	"3233"	"D002286"	176	198	"cancer_type_entity_p"	"8615647"
"145"	"rotenone"	"Rotenone"	"Rotenone"	"129"	"D012402"	429	437	"chemical_entity_p"	"8615647"
"146"	"rotenone"	"Rotenone"	"Rotenone"	"129"	"D012402"	628	636	"chemical_entity_p"	"8615647"
"147"	"hexokinase"	"HK1"	"HK1"	"HGNC:4922"	"3098"	831	841	"gene_hgnc_entity"	"8615647"
"148"	"phloretin"	"Phloretin"	"Phloretin"	"94"	"D010693"	30	39	"chemical_entity_p"	"33341"
"149"	"polyphloretin phosphate"	"Polyphloretin Phosphate"	"Polyphloretin Phosphate"	"95"	"D011121"	135	158	"chemical_entity_p"	"33341"
"150"	"di-4-phloretin phosphate"	"Phloretin"	"Phloretin"	"94"	"D010693"	160	184	"chemical_entity_p"	"33341"
"151"	"4-phloretin phosphate"	"Phloretin"	"Phloretin"	"94"	"D010693"	186	207	"chemical_entity_p"	"33341"
"152"	"phloretin"	"Phloretin"	"Phloretin"	"94"	"D010693"	212	221	"chemical_entity_p"	"33341"
"153"	"neuroblastoma"	"Neuroblastoma"	"Neuroblastoma"	"612"	"D009447"	432	445	"cancer_type_entity_p"	"33341"
"154"	"astrocytoma"	"Astrocytomas"	"Astrocytomas"	"602"	"D001254"	464	475	"cancer_type_entity_p"	"33341"
"155"	"di-4-phloretin phosphate"	"Phloretin"	"Phloretin"	"94"	"D010693"	492	516	"chemical_entity_p"	"33341"
"156"	"polyphloretin phosphate"	"Polyphloretin Phosphate"	"Polyphloretin Phosphate"	"95"	"D011121"	530	553	"chemical_entity_p"	"33341"
"157"	"phloretin"	"Phloretin"	"Phloretin"	"94"	"D010693"	567	576	"chemical_entity_p"	"33341"
"158"	"4-phloretin phosphate"	"Phloretin"	"Phloretin"	"94"	"D010693"	590	611	"chemical_entity_p"	"33341"
"159"	"di-4-phloretin phosphate"	"Phloretin"	"Phloretin"	"94"	"D010693"	710	734	"chemical_entity_p"	"33341"
"160"	"di-4-phloretin-phosphate"	"Phloretin"	"Phloretin"	"94"	"D010693"	929	953	"chemical_entity_p"	"33341"
"161"	"thyroid gland carcinoma"	"Thyroid Cancer"	"Thyroid Cancer"	"519"	"D013964"	39	62	"cancer_type_entity_p"	"7760657"
"162"	"epidermal growth factor"	"EGF"	"EGF"	"HGNC:3229"	"1950"	653	676	"gene_hgnc_entity"	"7760657"
"163"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	852	861	"chemical_entity_p"	"7760657"
"164"	"thyroid cancer"	"Thyroid Cancer"	"Thyroid Cancer"	"519"	"D013964"	1061	1075	"cancer_type_entity_p"	"7760657"
"165"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	10	16	"cancer_type_entity_p"	"24463298"
"166"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	31	39	"chemical_entity_p"	"24463298"
"167"	"Curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	67	75	"chemical_entity_p"	"24463298"
"168"	"polyphenol"	"Polyphenols"	"Polyphenols"	"96"	"D059808"	100	110	"chemical_entity_p"	"24463298"
"169"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	192	200	"chemical_entity_p"	"24463298"
"170"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	291	299	"chemical_entity_p"	"24463298"
"171"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	311	317	"cancer_type_entity_p"	"24463298"
"172"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	404	410	"cancer_type_entity_p"	"24463298"
"173"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	502	510	"chemical_entity_p"	"24463298"
"174"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	746	754	"chemical_entity_p"	"24463298"
"175"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	885	893	"chemical_entity_p"	"24463298"
"176"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	991	999	"chemical_entity_p"	"24463298"
"177"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	1185	1191	"cancer_type_entity_p"	"24463298"
"178"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	1263	1271	"chemical_entity_p"	"24463298"
"179"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	1400	1408	"chemical_entity_p"	"24463298"
"180"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	1458	1464	"cancer_type_entity_p"	"24463298"
"181"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	40	49	"chemical_entity_p"	"11431339"
"182"	"MCF-7"	"Breast Cancer"	"mcf-7"	"484"	"D001943"	90	95	"cancer_type_entity_cell"	"11431339"
"183"	"tumors"	"Cancers"	"Cancers"	"10007"	"D009369"	97	103	"cancer_type_entity_p"	"11431339"
"184"	"isoflavone"	"Isoflavones"	"Isoflavones"	"125"	"D007529"	162	172	"chemical_entity_p"	"11431339"
"185"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	174	183	"chemical_entity_p"	"11431339"
"186"	"breast cancer"	"Breast Cancer"	"Breast Cancer"	"484"	"D001943"	231	244	"cancer_type_entity_p"	"11431339"
"187"	"MCF-7"	"Breast Cancer"	"mcf-7"	"484"	"D001943"	246	251	"cancer_type_entity_cell"	"11431339"
"188"	"Cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	288	294	"cancer_type_entity_p"	"11431339"
