"pubtatot_term"	"db_term"	"db_equivalence"	"term_id"	"mesh_id"	"start_pos"	"end_pos"	"entity_type"	"entity_pmid"
"21"	"colon carcinogenesis"	"colon carcinogenesis"	"colon carcinogenesis"	"D063646"	"D063646"	1324	1344	"hallmark"	"23233214"
"22"	"CUR"	"Curcumin"	"Curcumin"	"8"	"D003474"	1422	1425	"chemical_entity_p"	"23233214"
"23"	"adenocarcinoma multiplicity"	"Adenocarcinoma"	"Adenocarcinoma"	"1274"	"D000230"	1451	1478	"cancer_type_entity_p"	"23233214"
"24"	"CUR"	"Curcumin"	"Curcumin"	"8"	"D003474"	1524	1527	"chemical_entity_p"	"23233214"
"25"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	1573	1578	"cancer_type_entity_p"	"23233214"
"26"	"colon cancer"	"Colorectal Cancer"	"Colorectal Cancer"	"15585"	"D015179"	1672	1684	"cancer_type_entity_p"	"23233214"
"27"	"CUR"	"Curcumin"	"Curcumin"	"8"	"D003474"	1755	1758	"chemical_entity_p"	"23233214"
"28"	"inflammation-associated colon carcinogenesis"	"inflammation-associated colon carcinogenesis"	"inflammation-associated colon carcinogenesis"	"D007249"	"D007249"	1806	1850	"hallmark"	"23233214"
"29"	"Quinoxaline-substituted chalcones"	"Chalcones"	"Chalcones"	"110"	"D047188"	0	33	"chemical_entity_p"	"24920885"
"30"	"breast cancer resistance protein"	"ABCG2"	"ABCG2"	"HGNC:74"	"9429"	55	87	"gene_hgnc_entity"	"24920885"
"31"	"ABCG2"	"ABCG2"	"ABCG2"	"HGNC:74"	"9429"	88	93	"gene_hgnc_entity"	"24920885"
"32"	"chalcones"	"Chalcones"	"Chalcones"	"110"	"D047188"	143	152	"chemical_entity_p"	"24920885"
"33"	"breast cancer resistance protein"	"ABCG2"	"ABCG2"	"HGNC:74"	"9429"	246	278	"gene_hgnc_entity"	"24920885"
"34"	"Flavonoid"	"Flavonoids"	"Flavonoids"	"104"	"D005419"	0	9	"chemical_entity_p"	"27221774"
"35"	"myricetin"	"myricetin"	"myricetin"	"4519"	"C040015"	10	19	"chemical_entity_p"	"27221774"
"36"	"TNF-a"	"TNF"	"TNF"	"HGNC:11892"	"7124"	29	34	"gene_hgnc_entity"	"27221774"
"37"	"Akt"	"AKT1"	"AKT1"	"HGNC:391"	"207"	102	105	"gene_hgnc_entity"	"27221774"
"38"	"mTOR"	"MTOR"	"MTOR"	"HGNC:3942"	"2475"	107	111	"gene_hgnc_entity"	"27221774"
"39"	"Flavonoid"	"Flavonoids"	"Flavonoids"	"104"	"D005419"	155	164	"chemical_entity_p"	"27221774"
"40"	"myricetin"	"myricetin"	"myricetin"	"4519"	"C040015"	165	174	"chemical_entity_p"	"27221774"
"41"	"myricetin"	"myricetin"	"myricetin"	"4519"	"C040015"	273	282	"chemical_entity_p"	"27221774"
"42"	"TNF-a"	"TNF"	"TNF"	"HGNC:11892"	"7124"	290	295	"gene_hgnc_entity"	"27221774"
"43"	"myricetin"	"myricetin"	"myricetin"	"4519"	"C040015"	436	445	"chemical_entity_p"	"27221774"
"44"	"TNF-a"	"TNF"	"TNF"	"HGNC:11892"	"7124"	453	458	"gene_hgnc_entity"	"27221774"
"45"	"Akt"	"AKT1"	"AKT1"	"HGNC:391"	"207"	526	529	"gene_hgnc_entity"	"27221774"
"46"	"mTOR"	"MTOR"	"MTOR"	"HGNC:3942"	"2475"	531	535	"gene_hgnc_entity"	"27221774"
"47"	"TNF-a"	"TNF"	"TNF"	"HGNC:11892"	"7124"	642	647	"gene_hgnc_entity"	"27221774"
"48"	"Akt"	"AKT1"	"AKT1"	"HGNC:391"	"207"	768	771	"gene_hgnc_entity"	"27221774"
"49"	"mTOR"	"MTOR"	"MTOR"	"HGNC:3942"	"2475"	773	777	"gene_hgnc_entity"	"27221774"
"50"	"HaCaT"	"Skin Neoplasms"	"hacat"	"618"	"D012878"	800	805	"cancer_type_entity_cell"	"27221774"
"51"	"Myricetin"	"myricetin"	"myricetin"	"4519"	"C040015"	839	848	"chemical_entity_p"	"27221774"
"52"	"Akt"	"AKT1"	"AKT1"	"HGNC:391"	"207"	850	853	"gene_hgnc_entity"	"27221774"
"53"	"mTOR"	"MTOR"	"MTOR"	"HGNC:3942"	"2475"	924	928	"gene_hgnc_entity"	"27221774"
"54"	"TNF-a"	"TNF"	"TNF"	"HGNC:11892"	"7124"	972	977	"gene_hgnc_entity"	"27221774"
"55"	"Akt"	"AKT1"	"AKT1"	"HGNC:391"	"207"	1000	1003	"gene_hgnc_entity"	"27221774"
"56"	"mTOR"	"MTOR"	"MTOR"	"HGNC:3942"	"2475"	1005	1009	"gene_hgnc_entity"	"27221774"
"57"	"Myricetin"	"myricetin"	"myricetin"	"4519"	"C040015"	1021	1030	"chemical_entity_p"	"27221774"
"58"	"TNF-a"	"TNF"	"TNF"	"HGNC:11892"	"7124"	1067	1072	"gene_hgnc_entity"	"27221774"
"59"	"myricetin"	"myricetin"	"myricetin"	"4519"	"C040015"	1206	1215	"chemical_entity_p"	"27221774"
"60"	"TNF-a"	"TNF"	"TNF"	"HGNC:11892"	"7124"	1227	1232	"gene_hgnc_entity"	"27221774"
"61"	"Akt"	"AKT1"	"AKT1"	"HGNC:391"	"207"	1331	1334	"gene_hgnc_entity"	"27221774"
"62"	"mTOR"	"MTOR"	"MTOR"	"HGNC:3942"	"2475"	1336	1340	"gene_hgnc_entity"	"27221774"
"63"	"myricetin"	"myricetin"	"myricetin"	"4519"	"C040015"	1375	1384	"chemical_entity_p"	"27221774"
"64"	"myricetin"	"myricetin"	"myricetin"	"4519"	"C040015"	1481	1490	"chemical_entity_p"	"27221774"
"65"	"aryl hydrocarbon receptor"	"AHR"	"AHR"	"HGNC:348"	"196"	12	37	"gene_hgnc_entity"	"22295239"
"66"	"breast cancer"	"Breast Cancer"	"Breast Cancer"	"484"	"D001943"	90	103	"cancer_type_entity_p"	"22295239"
"67"	"aminoflavone"	"aminoflavone"	"aminoflavone"	"4796"	"C413760"	159	171	"chemical_entity_p"	"22295239"
"68"	"breast cancers"	"Breast Cancer"	"Breast Cancer"	"484"	"D001943"	214	228	"cancer_type_entity_p"	"22295239"
"69"	"aminoflavone"	"aminoflavone"	"aminoflavone"	"4796"	"C413760"	295	307	"chemical_entity_p"	"22295239"
"70"	"MCF-7"	"Breast Cancer"	"mcf-7"	"484"	"D001943"	402	407	"cancer_type_entity_cell"	"22295239"
"71"	"T47D"	"Breast Cancer"	"t47d"	"484"	"D001943"	412	416	"cancer_type_entity_cell"	"22295239"
"72"	"MCF-7"	"Breast Cancer"	"mcf-7"	"484"	"D001943"	432	437	"cancer_type_entity_cell"	"22295239"
"73"	"breast cancer"	"Breast Cancer"	"Breast Cancer"	"484"	"D001943"	462	475	"cancer_type_entity_p"	"22295239"
"74"	"MDA-MB-231"	"Breast Cancer"	"mda-mb-231"	"484"	"D001943"	487	497	"cancer_type_entity_cell"	"22295239"
"75"	"MCF-7"	"Breast Cancer"	"mcf-7"	"484"	"D001943"	543	548	"cancer_type_entity_cell"	"22295239"
"76"	"aryl hydrocarbon receptor"	"AHR"	"AHR"	"HGNC:348"	"196"	585	610	"gene_hgnc_entity"	"22295239"
"77"	"AhR"	"AHR"	"AHR"	"HGNC:348"	"196"	612	615	"gene_hgnc_entity"	"22295239"
"78"	"AhR"	"AHR"	"AHR"	"HGNC:348"	"196"	664	667	"gene_hgnc_entity"	"22295239"
"79"	"CYP1A1"	"CYP1A1"	"CYP1A1"	"HGNC:2595"	"1543"	717	723	"gene_hgnc_entity"	"22295239"
"80"	"AhR"	"AHR"	"AHR"	"HGNC:348"	"196"	766	769	"gene_hgnc_entity"	"22295239"
"81"	"ARNT"	"ARNT"	"ARNT"	"HGNC:700"	"405"	770	774	"gene_hgnc_entity"	"22295239"
"82"	"CYP1A1"	"CYP1A1"	"CYP1A1"	"HGNC:2595"	"1543"	797	803	"gene_hgnc_entity"	"22295239"
"83"	"AhR"	"AHR"	"AHR"	"HGNC:348"	"196"	910	913	"gene_hgnc_entity"	"22295239"
"84"	"MCF-7"	"Breast Cancer"	"mcf-7"	"484"	"D001943"	935	940	"cancer_type_entity_cell"	"22295239"
"85"	"AhR"	"AHR"	"AHR"	"HGNC:348"	"196"	977	980	"gene_hgnc_entity"	"22295239"
"86"	"AhR"	"AHR"	"AHR"	"HGNC:348"	"196"	1087	1090	"gene_hgnc_entity"	"22295239"
"87"	"breast cancers"	"Breast Cancer"	"Breast Cancer"	"484"	"D001943"	1168	1182	"cancer_type_entity_p"	"22295239"
"88"	"AhR"	"AHR"	"AHR"	"HGNC:348"	"196"	1195	1198	"gene_hgnc_entity"	"22295239"
"89"	"c-erbB-2"	"ERBB2"	"ERBB2"	"HGNC:3430"	"2064"	21	29	"gene_hgnc_entity"	"7669578"
"90"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	78	84	"cancer_type_entity_p"	"7669578"
"91"	"c-erbB-2"	"ERBB2"	"ERBB2"	"HGNC:3430"	"2064"	221	229	"gene_hgnc_entity"	"7669578"
"92"	"breast cancer"	"Breast Cancer"	"Breast Cancer"	"484"	"D001943"	458	471	"cancer_type_entity_p"	"7669578"
"93"	"gastric cancer"	"Gastric Cancer"	"Gastric Cancer"	"500"	"D013274"	494	508	"cancer_type_entity_p"	"7669578"
"94"	"bladder cancer"	"Bladder Cancer"	"Bladder Cancer"	"524"	"D001749"	877	891	"cancer_type_entity_p"	"7669578"
"95"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	1375	1381	"cancer_type_entity_p"	"7669578"
"96"	"beta-Catenin Pathway and PPAR Gamma"	"PPARG"	"PPARG"	"HGNC:9236"	"5468"	45	80	"gene_hgnc_entity"	"29582250"
"97"	"Gliomas"	"Glioma"	"Glioma"	"607"	"D005910"	116	123	"cancer_type_entity_p"	"29582250"
"98"	"gliomas"	"Glioma"	"Glioma"	"607"	"D005910"	128	135	"cancer_type_entity_p"	"29582250"
"99"	"beta-catenin"	"CTNNB1"	"CTNNB1"	"HGNC:2514"	"1499"	170	182	"gene_hgnc_entity"	"29582250"
"100"	"peroxisome proliferator-activated receptor gamma"	"PPARG"	"PPARG"	"HGNC:9236"	"5468"	210	258	"gene_hgnc_entity"	"29582250"
"101"	"PPAR-gamma"	"PPARG"	"PPARG"	"HGNC:9236"	"5468"	260	270	"gene_hgnc_entity"	"29582250"
"102"	"beta-catenin"	"CTNNB1"	"CTNNB1"	"HGNC:2514"	"1499"	382	394	"gene_hgnc_entity"	"29582250"
"103"	"PPAR-gamma"	"PPARG"	"PPARG"	"HGNC:9236"	"5468"	409	419	"gene_hgnc_entity"	"29582250"
"104"	"gliomas"	"Glioma"	"Glioma"	"607"	"D005910"	488	495	"cancer_type_entity_p"	"29582250"
"105"	"beta-catenin"	"CTNNB1"	"CTNNB1"	"HGNC:2514"	"1499"	519	531	"gene_hgnc_entity"	"29582250"
"106"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	637	642	"cancer_type_entity_p"	"29582250"
"107"	"PPAR-gamma"	"PPARG"	"PPARG"	"HGNC:9236"	"5468"	683	693	"gene_hgnc_entity"	"29582250"
"108"	"beta-catenin"	"CTNNB1"	"CTNNB1"	"HGNC:2514"	"1499"	765	777	"gene_hgnc_entity"	"29582250"
"109"	"Akt"	"AKT1"	"AKT1"	"HGNC:391"	"207"	788	791	"gene_hgnc_entity"	"29582250"
"110"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	816	821	"cancer_type_entity_p"	"29582250"
"111"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	925	933	"chemical_entity_p"	"29582250"
"112"	"adiponectin"	"ADIPOQ"	"ADIPOQ"	"HGNC:13633"	"9370"	956	967	"gene_hgnc_entity"	"29582250"
"113"	"beta-catenin"	"CTNNB1"	"CTNNB1"	"HGNC:2514"	"1499"	1007	1019	"gene_hgnc_entity"	"29582250"
"114"	"PPAR-gamma"	"PPARG"	"PPARG"	"HGNC:9236"	"5468"	1056	1066	"gene_hgnc_entity"	"29582250"
"115"	"gliomas"	"Glioma"	"Glioma"	"607"	"D005910"	1134	1141	"cancer_type_entity_p"	"29582250"
"116"	"gliomas"	"Glioma"	"Glioma"	"607"	"D005910"	1288	1295	"cancer_type_entity_p"	"29582250"
"117"	"carcinogenic"	"carcinogenic"	"carcinogenic"	"D063646"	"D063646"	15	27	"hallmark"	"18496811"
"118"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	42	50	"chemical_entity_p"	"18496811"
"119"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	101	107	"cancer_type_entity_p"	"18496811"
"120"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	193	201	"chemical_entity_p"	"18496811"
"121"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	311	317	"cancer_type_entity_p"	"18496811"
"122"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	352	360	"chemical_entity_p"	"18496811"
"123"	"tumors"	"Cancers"	"Cancers"	"10007"	"D009369"	395	401	"cancer_type_entity_p"	"18496811"
"124"	"carcinogenesis"	"carcinogenesis"	"carcinogenesis"	"D063646"	"D063646"	422	436	"hallmark"	"18496811"
"125"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	491	497	"cancer_type_entity_p"	"18496811"
"126"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	551	559	"chemical_entity_p"	"18496811"
"127"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	632	638	"cancer_type_entity_p"	"18496811"
"128"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	699	707	"chemical_entity_p"	"18496811"
"129"	"precancerous lesions"	"Precancerous Conditions"	"Precancerous Conditions"	"11804"	"D011230"	775	795	"cancer_type_entity_p"	"18496811"
"130"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	837	843	"cancer_type_entity_p"	"18496811"
"131"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	873	881	"chemical_entity_p"	"18496811"
"132"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	936	942	"cancer_type_entity_p"	"18496811"
"133"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	1032	1040	"chemical_entity_p"	"18496811"
"134"	"Curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	1111	1119	"chemical_entity_p"	"18496811"
"135"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	1270	1278	"chemical_entity_p"	"18496811"
"136"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	1412	1420	"chemical_entity_p"	"18496811"
"137"	"aspirin"	"Aspirin"	"Aspirin"	"49"	"D001241"	70	77	"chemical_entity_p"	"15986861"
"138"	"aspirin"	"Aspirin"	"Aspirin"	"49"	"D001241"	318	325	"chemical_entity_p"	"15986861"
"139"	"aspirin"	"Aspirin"	"Aspirin"	"49"	"D001241"	381	388	"chemical_entity_p"	"15986861"
"140"	"inflammation"	"inflammation"	"inflammation"	"D007249"	"D007249"	602	614	"hallmark"	"15986861"
"141"	"aspirin"	"Aspirin"	"Aspirin"	"49"	"D001241"	747	754	"chemical_entity_p"	"15986861"
"142"	"aspirin"	"Aspirin"	"Aspirin"	"49"	"D001241"	968	975	"chemical_entity_p"	"15986861"
"143"	"aspirin"	"Aspirin"	"Aspirin"	"49"	"D001241"	1053	1060	"chemical_entity_p"	"15986861"
"144"	"gastric mucosa"	"Gastric Cancer"	"Gastric Cancer"	"500"	"D013274"	1121	1135	"cancer_type_entity_p"	"15986861"
"145"	"gastric mucosal"	"Gastric Cancer"	"Gastric Cancer"	"500"	"D013274"	1198	1213	"cancer_type_entity_p"	"15986861"
"146"	"tumor necrosis factor-alpha"	"tumor necrosis factor-alpha"	"tumor necrosis factor-alpha"	"17028"	"96168"	1232	1259	"gene_entity"	"15986861"
"147"	"TNF-alpha"	"tnf-alpha"	"tnf-alpha"	"17028"	"96166"	1261	1270	"gene_entity"	"15986861"
"148"	"interleukin-1beta"	"interleukin-1beta"	"interleukin-1beta"	"7606"	"43191"	1276	1293	"gene_entity"	"15986861"
"149"	"IL-1beta"	"il-1beta"	"il-1beta"	"7606"	"43173"	1295	1303	"gene_entity"	"15986861"
"150"	"aspirin"	"Aspirin"	"Aspirin"	"49"	"D001241"	1366	1373	"chemical_entity_p"	"15986861"
"151"	"aspirin"	"Aspirin"	"Aspirin"	"49"	"D001241"	1470	1477	"chemical_entity_p"	"15986861"
"152"	"TNF-alpha"	"tnf-alpha"	"tnf-alpha"	"17028"	"96166"	1646	1655	"gene_entity"	"15986861"
"153"	"IL-1beta"	"il-1beta"	"il-1beta"	"7606"	"43173"	1660	1668	"gene_entity"	"15986861"
"154"	"aspirin"	"Aspirin"	"Aspirin"	"49"	"D001241"	1675	1682	"chemical_entity_p"	"15986861"
"155"	"PKC"	"pkc"	"pkc"	"12822"	"73504"	14	17	"gene_entity"	"10640632"
"156"	"PKC"	"pkc"	"pkc"	"12822"	"73504"	505	508	"gene_entity"	"10640632"
"157"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	694	699	"cancer_type_entity_p"	"10640632"
"158"	"PKC"	"pkc"	"pkc"	"12822"	"73504"	730	733	"gene_entity"	"10640632"
"159"	"PKC"	"pkc"	"pkc"	"12822"	"73504"	1071	1074	"gene_entity"	"10640632"
"160"	"genistein"	"Genistein"	"Genistein"	"127"	"D019833"	1090	1099	"chemical_entity_p"	"10640632"
"161"	"PKC"	"pkc"	"pkc"	"12822"	"73504"	1536	1539	"gene_entity"	"10640632"
"162"	"Ehrlich ascites tumor"	"Carcinoma, Ehrlich Tumor"	"Carcinoma, Ehrlich Tumor"	"3233"	"D002286"	88	109	"cancer_type_entity_p"	"6227286"
"163"	"Ehrlich ascites tumor mitochondria"	"Carcinoma, Ehrlich Tumor"	"Carcinoma, Ehrlich Tumor"	"3233"	"D002286"	279	313	"cancer_type_entity_p"	"6227286"
"164"	"duroquinol"	"duroquinol"	"duroquinol"	"1994"	"C016421"	775	785	"chemical_entity_p"	"6227286"
"165"	"F0F1ATPase"	"ATP5F1E"	"ATP5F1E"	"HGNC:838"	"514"	1018	1028	"gene_hgnc_entity"	"6227286"
"166"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	1652	1657	"cancer_type_entity_p"	"6227286"
"167"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	1992	1997	"cancer_type_entity_p"	"6227286"
"168"	"metoclopramide"	"Metoclopramide"	"Metoclopramide"	"87"	"D008787"	13	27	"chemical_entity_p"	"1969134"
"169"	"neuroblastoma"	"Neuroblastoma"	"Neuroblastoma"	"612"	"D009447"	82	95	"cancer_type_entity_p"	"1969134"
"170"	"metoclopramide"	"Metoclopramide"	"Metoclopramide"	"87"	"D008787"	118	132	"chemical_entity_p"	"1969134"
"171"	"MCP"	"Metoclopramide"	"Metoclopramide"	"87"	"D008787"	134	137	"chemical_entity_p"	"1969134"
"172"	"neuroblastoma"	"Neuroblastoma"	"Neuroblastoma"	"612"	"D009447"	179	192	"cancer_type_entity_p"	"1969134"
"173"	"NB"	"Neuroblastoma"	"Neuroblastoma"	"612"	"D009447"	194	196	"cancer_type_entity_p"	"1969134"
"174"	"NB"	"Neuroblastoma"	"Neuroblastoma"	"612"	"D009447"	394	396	"cancer_type_entity_p"	"1969134"
"175"	"NB"	"Neuroblastoma"	"Neuroblastoma"	"612"	"D009447"	482	484	"cancer_type_entity_p"	"1969134"
"176"	"MCP"	"Metoclopramide"	"Metoclopramide"	"87"	"D008787"	560	563	"chemical_entity_p"	"1969134"
"177"	"NB"	"Neuroblastoma"	"Neuroblastoma"	"612"	"D009447"	610	612	"cancer_type_entity_p"	"1969134"
"178"	"MCP"	"Metoclopramide"	"Metoclopramide"	"87"	"D008787"	815	818	"chemical_entity_p"	"1969134"
"179"	"MCP"	"Metoclopramide"	"Metoclopramide"	"87"	"D008787"	976	979	"chemical_entity_p"	"1969134"
"180"	"NB tumor"	"Neuroblastoma"	"Neuroblastoma"	"612"	"D009447"	985	993	"cancer_type_entity_p"	"1969134"
"181"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	1064	1069	"cancer_type_entity_p"	"1969134"
"182"	"MCP"	"Metoclopramide"	"Metoclopramide"	"87"	"D008787"	1107	1110	"chemical_entity_p"	"1969134"
"183"	"NB tumor"	"Neuroblastoma"	"Neuroblastoma"	"612"	"D009447"	1125	1133	"cancer_type_entity_p"	"1969134"
"184"	"cugbp2"	"CELF2"	"CELF2"	"HGNC:2550"	"10659"	16	22	"gene_hgnc_entity"	"26691217"
"185"	"pancreatic cancer"	"Pancreatic Cancer"	"Pancreatic Cancer"	"507"	"D010190"	45	62	"cancer_type_entity_p"	"26691217"
"186"	"CUGBP2"	"CELF2"	"CELF2"	"HGNC:2550"	"10659"	171	177	"gene_hgnc_entity"	"26691217"
"187"	"CELF2"	"CELF2"	"CELF2"	"HGNC:2550"	"10659"	178	183	"gene_hgnc_entity"	"26691217"
"188"	"HO-1"	"HMOX1"	"HMOX1"	"HGNC:5013"	"3162"	239	243	"gene_hgnc_entity"	"26691217"
"189"	"COX-2"	"MT-CO2"	"MT-CO2"	"HGNC:7421"	"4513"	249	254	"gene_hgnc_entity"	"26691217"
"190"	"CUGBP2"	"CELF2"	"CELF2"	"HGNC:2550"	"10659"	387	393	"gene_hgnc_entity"	"26691217"
"191"	"COX-2"	"MT-CO2"	"MT-CO2"	"HGNC:7421"	"4513"	438	443	"gene_hgnc_entity"	"26691217"
"192"	"HO-1"	"HMOX1"	"HMOX1"	"HGNC:5013"	"3162"	448	452	"gene_hgnc_entity"	"26691217"
"193"	"pancreatic cancer"	"Pancreatic Cancer"	"Pancreatic Cancer"	"507"	"D010190"	456	473	"cancer_type_entity_p"	"26691217"
"194"	"CUGBP2"	"CELF2"	"CELF2"	"HGNC:2550"	"10659"	557	563	"gene_hgnc_entity"	"26691217"
"195"	"COX-2"	"MT-CO2"	"MT-CO2"	"HGNC:7421"	"4513"	565	570	"gene_hgnc_entity"	"26691217"
"196"	"HO-1"	"HMOX1"	"HMOX1"	"HGNC:5013"	"3162"	576	580	"gene_hgnc_entity"	"26691217"
"197"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	682	690	"chemical_entity_p"	"26691217"
"198"	"COX-2"	"MT-CO2"	"MT-CO2"	"HGNC:7421"	"4513"	807	812	"gene_hgnc_entity"	"26691217"
"199"	"HO-1"	"HMOX1"	"HMOX1"	"HGNC:5013"	"3162"	817	821	"gene_hgnc_entity"	"26691217"
"200"	"CUGBP2"	"CELF2"	"CELF2"	"HGNC:2550"	"10659"	857	863	"gene_hgnc_entity"	"26691217"
"201"	"CUGBP2"	"CELF2"	"CELF2"	"HGNC:2550"	"10659"	882	888	"gene_hgnc_entity"	"26691217"
"202"	"HO-1"	"HMOX1"	"HMOX1"	"HGNC:5013"	"3162"	970	974	"gene_hgnc_entity"	"26691217"
"203"	"COX-2"	"MT-CO2"	"MT-CO2"	"HGNC:7421"	"4513"	979	984	"gene_hgnc_entity"	"26691217"
"204"	"pancreatic cancer"	"Pancreatic Cancer"	"Pancreatic Cancer"	"507"	"D010190"	1056	1073	"cancer_type_entity_p"	"26691217"
"205"	"CUGBP2"	"CELF2"	"CELF2"	"HGNC:2550"	"10659"	1124	1130	"gene_hgnc_entity"	"26691217"
"206"	"CUGBP2"	"CELF2"	"CELF2"	"HGNC:2550"	"10659"	1246	1252	"gene_hgnc_entity"	"26691217"
"207"	"CUGBP2"	"CELF2"	"CELF2"	"HGNC:2550"	"10659"	1312	1318	"gene_hgnc_entity"	"26691217"
"208"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	1333	1341	"chemical_entity_p"	"26691217"
"209"	"HO-1"	"HMOX1"	"HMOX1"	"HGNC:5013"	"3162"	1376	1380	"gene_hgnc_entity"	"26691217"
"210"	"COX-2"	"MT-CO2"	"MT-CO2"	"HGNC:7421"	"4513"	1385	1390	"gene_hgnc_entity"	"26691217"
"211"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	1415	1420	"cancer_type_entity_p"	"26691217"
"212"	"CUGBP2"	"CELF2"	"CELF2"	"HGNC:2550"	"10659"	1454	1460	"gene_hgnc_entity"	"26691217"
"213"	"HO-1"	"HMOX1"	"HMOX1"	"HGNC:5013"	"3162"	1483	1487	"gene_hgnc_entity"	"26691217"
"214"	"COX-2"	"MT-CO2"	"MT-CO2"	"HGNC:7421"	"4513"	1492	1497	"gene_hgnc_entity"	"26691217"
"215"	"CUGBP2"	"CELF2"	"CELF2"	"HGNC:2550"	"10659"	1593	1599	"gene_hgnc_entity"	"26691217"
"216"	"dissemination of pancreatic cancer"	"Pancreatic Cancer"	"Pancreatic Cancer"	"507"	"D010190"	1656	1690	"cancer_type_entity_p"	"26691217"
"217"	"HO-1"	"HMOX1"	"HMOX1"	"HGNC:5013"	"3162"	1703	1707	"gene_hgnc_entity"	"26691217"
"218"	"COX-2"	"MT-CO2"	"MT-CO2"	"HGNC:7421"	"4513"	1713	1718	"gene_hgnc_entity"	"26691217"
