"id_polifenol"	"polifenol"	"id_cancer"	"cancer"	"quant"	"pmids"
"11"	"104"	"Flavonoids"	"507"	"Pancreatic Cancer"	62	"28052097,22246103,27838343,23943362,19670328,28003763,26138287,29848706,21087351,26397991,24707875,27477310,29433670,19142175,23871783,17643301,21676539,18953257,21196331,18570926,24438177,18404646,26180625,26606169,17196098,29039524,19919125,28768932,27175782,22884073,22227579,23453831,21227456,17430639,21796625,29796442,20664924,29770817,26298457,25434366,28152014,12168845,18640131,17967505,19424582,19278301,27935659,21443429,23000892,28930257,20307087,23140288,24729227,22622510,26193251,21190854,23479391,17305535,28122160,28029227,27037021,16001171"
"12"	"104"	"Flavonoids"	"568"	"Acute Monocytic Leukemia"	119	"26297979,26023926,22759961,12065710,16497434,17977562,28554870,26639663,24093108,25146759,22138516,25799286,16137700,26998046,26330757,26805810,22239491,20397728,27351825,25913928,15537821,18930780,23762124,16949556,27347031,29258000,29459717,24348728,22928834,22070850,26171782,10086329,28545670,22193240,18295200,26336580,19686724,25414768,22234339,17182007,23435946,22400806,24969548,15659838,28101184,11731918,21319773,20546946,23612420,24916321,22083996,28774308,22419427,27713960,26327408,23453831,23460110,24679441,26171689,20522970,29725354,29846389,24417898,22303922,25053100,28461245,26801102,27206337,16702314,26236111,27097427,25026504,28197210,29382154,21810460,25340513,20450988,23442980,23735482,23506988,29660467,20804824,27648736,25612451,27261558,29951107,26344038,28753918,19135038,15974445,25027933,28350048,21104603,18603770,24681039,26546527,26081168,28256654,22137267,29389569,14654167,24397781,23536316,29497376,11543732,20576412,21353543,10771202,29725269,27160577,28928906,21296144,11791668,25821823,25840808,28067837,24260470,26692456,25746403"
"13"	"104"	"Flavonoids"	"618"	"Skin Neoplasms"	84	"25256786,23621210,15572301,29861773,20215519,19956833,23913940,21330379,26148186,24325618,21538580,23969487,26590114,15792956,23888052,21500970,12874003,16044407,29031211,20599768,21112745,28899779,15769122,22204275,26876613,1899810,21282043,9642119,26518900,23210776,18404597,6427052,26795272,25102117,12230878,28489194,26712788,28962868,19138980,9066634,27266882,10753220,29864953,27221774,8402584,28664315,26081168,29049844,24675422,26520390,17847709,9114752,9106644,15685239,27906147,1318792,26196716,28039793,23983093,3926336,10799745,26724949,20450170,28974022,11597783,2766409,12429970,29050978,15037894,23545178,26863880,27164914,26682379,15586237,25779384,19830264,24587411,8899846,26802941,24120900,16019129,16599267,29793322,19538057"
"14"	"104"	"Flavonoids"	"3224"	"Carcinoma"	85	"25132405,22689083,28720813,24214831,25175673,21207227,10319943,26102991,20674374,18454316,22138516,15670616,15828450,21330379,20397191,29554655,15545229,22684543,20655656,23975834,29641917,20538032,29710517,25962638,29749427,26841303,18616524,29926299,22227008,19194971,19935879,27551764,24333668,22574207,12724357,19768977,11891088,9381980,15135307,27013795,22768128,24574320,21298326,16158939,12094622,25931350,15117815,28292015,24910406,10353585,29191453,10331966,24196280,28582635,22458642,15579072,12027739,23524937,10625944,26817239,19838923,11321439,2068000,17132915,25379883,28132882,29375715,16054198,12584164,17587681,10660092,9831487,26196716,15225578,8051728,21294050,27236067,18379113,11550075,15083379,15185748,9563007,24959911,24937759,21971105"
"15"	"104"	"Flavonoids"	"230100"	"Non-Small-Cell Lung Carcinoma"	71	"28805696,25083589,29628889,27184816,29467859,15246561,22980865,25830055,23727915,23902763,26797785,22687635,25755690,26986176,27752089,29275301,21210297,25948105,26297431,29632297,23438826,27887793,26692948,21618507,21402146,28423703,25860498,29734739,17548900,27444692,27904686,22227970,23371323,22552526,29614624,9224209,29024631,23500080,29392841,28440514,28035396,27539140,21059620,23173924,28487966,19733932,22665077,28648644,17266043,25738754,29752123,27039735,25944486,26320438,26884726,26320439,27262066,29495431,26320443,21856323,28404902,16751978,20166210,29600977,28178217,23479391,21550553,18465538,12819936,26976141,19474164"
"16"	"104"	"Flavonoids"	"540"	"Cervical Cancer"	78	"22056764,17672346,19135124,24477342,26514505,25981581,24214831,16579729,23955116,26276130,18343026,22721615,22407803,27461104,21179373,22532078,25174821,22449725,28835320,27113311,20858478,29175387,29641917,26847268,28757593,23510470,25962638,27356910,27470413,25084411,16970933,28689916,23046062,25295671,27602097,22574207,25554015,29420562,28013431,29436891,28808394,25053074,23350280,22083314,17430639,28258039,28557449,23533482,26345098,28292015,24534539,19639540,28277581,25035860,17034658,23519250,26703544,25379883,24824323,15886524,29513789,28282293,25338977,18078919,25379467,19252325,17587681,10660092,16817652,28853026,27035097,28178217,19212101,28893230,29638061,18379113,27153984,15185748"
"17"	"104"	"Flavonoids"	"10000"	"Neoplasm Metastasis"	70	"27823633,27586822,23266503,25902740,29702405,23292685,16458870,25625479,24587153,25453494,27860196,29471888,22853317,25638174,24976450,27444692,26970256,25971889,21196331,29048641,26517521,23359392,28965117,25203554,29392841,26238204,27143851,23497967,22887049,21298326,15173424,20730632,18538589,22693649,24910406,25738754,29172259,27664007,26045985,16234852,24705371,25446081,16222712,29928143,16645725,23815868,2068000,24676882,17638904,16699821,26044862,23991004,21748601,18187256,29316796,8808829,11134977,22287334,21777476,27236067,2434441,24594241,8482562,25544650,29271940,18374420,23564766,29181405,27834134,8128490"
"18"	"104"	"Flavonoids"	"486"	"Hereditary Breast and Ovarian Cancer Syndrome"	80	"22056335,22616882,27630565,25192075,20674374,28167484,22526619,24398107,23438826,10418944,20826149,7923555,11588896,29734739,23975834,19082476,26878784,29749427,21660680,28950682,19705844,29422966,22743247,29303970,27761071,15969450,19666078,12724357,24125835,27641938,27168755,21104029,29968480,19601638,27013795,23173924,25053074,15173424,20626003,25855962,10739098,19424633,22906313,22209285,27392941,23664836,11850210,29083228,19639540,11502892,28582635,25887417,22186328,29491628,27039735,26320438,26158795,26320439,27262066,3482545,28132882,11795395,26320443,26893687,27374079,21166494,28718725,28695656,29656660,27541567,19194970,9239522,21400027,16777995,28178217,29607788,23238426,29962921,25544650,9167997"
"19"	"104"	"Flavonoids"	"3240"	"Squamous Cell Carcinoma"	53	"25450235,23881456,25256786,29861773,17345086,15194215,23969487,29312520,18362328,17637178,29433670,17936716,16303243,25522537,23888052,16158945,16573383,16044407,17436582,16108826,23110223,15905203,14649542,10953322,25263279,16469309,22204275,23497967,24456004,10769666,29212198,10928101,9642119,11205247,22047698,29023018,11131648,26712788,11396188,19639540,27815461,27266882,11573952,9111212,29145848,12584164,16833018,20463691,10823708,25869317,12112286,15586237,22484495"
"20"	"104"	"Flavonoids"	"603"	"Glioblastoma"	65	"20971066,26557705,28393257,28950661,17876051,28528183,23229626,26345416,29215574,19001439,29662304,21501525,28560001,22394507,19263218,26547532,21867678,27673410,19894226,22949836,23677714,29886836,29734739,24370662,29730415,28286420,26245494,28927111,29770114,26042698,27125297,19398149,16914050,28293765,17176222,25481090,18948169,26471408,29774119,27468969,28665345,16619521,24970553,22471459,26454746,26474590,15332496,26573275,21969006,28860810,25136570,26075219,29747239,27262066,26512639,28930257,25409926,29656660,28602979,25239551,27171480,28287477,28122160,28029227,29181405"
"21"	"104"	"Flavonoids"	"607"	"Glioma"	57	"20971066,28950661,23546290,17876051,25213258,23229626,28858735,29437915,19001439,21501525,28560001,25527158,19263218,27461104,21867678,16702307,27729209,22949836,19031366,15869744,27622606,17530176,29730415,26245494,29115634,22426819,17804742,29770114,18322795,19398149,16914050,28153636,18971417,24632069,25481090,29251326,18948169,23369170,28665345,24970553,26454746,26474590,15332496,16917212,20467782,22057676,21969006,26569200,26610436,26075219,29747239,27262066,26512639,23768357,24144774,28602979,19865514"
"22"	"104"	"Flavonoids"	"524"	"Bladder Cancer"	30	"21054790,27571890,18025287,24646039,23573134,24012496,29422113,26838546,28464411,18296682,16720314,25859163,22128260,24991123,24700700,24284390,21777131,12914542,15117815,21220495,27177091,22137869,27711848,24705371,19194970,28278502,28791405,29363820,11237105,28414916"
"23"	"104"	"Flavonoids"	"20423"	"Carcinoma, Pancreatic Ductal"	28	"22246103,23943362,19670328,26138287,29848706,26397991,29433670,19142175,23871783,18570926,24438177,15135307,22227579,23453831,21227456,16158939,29796442,12168845,17967505,24573487,27935659,28930257,23140288,24729227,22622510,20729081,28122160,28029227"
"24"	"104"	"Flavonoids"	"1274"	"Adenocarcinoma"	25	"19326946,20397191,18331776,21104029,28694750,19358271,18440233,20626003,15996021,20633549,27365992,28528091,15386368,10050869,25887417,18097594,9163681,21515353,26351625,21121257,11827069,29607788,26998077,12216075,19573959"
"25"	"104"	"Flavonoids"	"612"	"Neuroblastoma"	30	"25740014,22507272,24459422,21762691,16427264,15657348,29089232,25304968,23562653,28286420,23613861,23722601,18279803,28173812,23350280,22020376,22245810,23321314,16988947,28930257,24633846,24070601,27616072,28187004,23771516,24902844,24594241,27786308,28122160,28029227"
"26"	"104"	"Flavonoids"	"593"	"Osteosarcoma"	32	"23266503,22263786,25119583,18078968,20564475,21805050,16497434,25618603,23066961,29257319,23708932,27860196,16213662,20038829,17202857,23760674,23645467,28965117,24971999,24125835,24233155,27600294,26189300,18097692,27999608,27056897,28539711,28201973,24311870,26434118,27696106,23564766"
"27"	"104"	"Flavonoids"	"599"	"Brain Tumor"	24	"17876051,28858735,28560001,19894226,15213223,22949836,29886836,28286420,15163544,27125297,16914050,25481090,26471408,27468969,16619521,26454746,26474590,20467782,26573275,20730632,29747239,27171480,8482562,12699068"
"28"	"104"	"Flavonoids"	"577"	"Lymphoma"	26	"27038396,22185222,23769983,24269256,15744083,25084411,28693212,23046062,25658812,28962438,9373241,15796199,27023497,26100136,9741302,17218638,26838254,21953709,29513299,16169200,26941541,25378270,18956590,28332451,18465538,17637507"
"29"	"104"	"Flavonoids"	"9999"	"Neoplasm Invasiveness"	26	"25866363,23940799,20514473,28003763,16458870,20596804,28125432,23677714,11588896,26245494,27530117,22847135,19737984,27600294,27207648,15117815,25285031,15523693,27919958,16645725,2068000,9581517,16097445,8808829,24366437,26397139"
"30"	"104"	"Flavonoids"	"572"	"Leukemia Myeloid"	16	"10963959,29275301,18790751,25264278,16087636,20420897,24991123,27168755,29649138,23934681,22047698,26475120,11809535,25886879,28808383,22770910"
"31"	"104"	"Flavonoids"	"525"	"Kidney (Renal Cell) Cancer"	25	"26725939,29119970,24324713,28744400,26323996,24940817,19429375,27035542,28423637,27729209,25260394,28924370,25884331,24530290,21674787,21298326,10739098,21574189,23321314,24196280,20558139,17587681,10660092,8051728,28469971"
"32"	"104"	"Flavonoids"	"532"	"Kidney Tumors"	23	"27814565,18343026,29471006,27035542,24647664,27470413,28504248,18019427,27803454,28924370,21871644,23194824,25554015,16021489,29506627,29412798,29593788,26158795,29513789,18089721,9364471,28469971,8128490"
"33"	"104"	"Flavonoids"	"551"	"Mouth Cancer"	22	"29663662,21963806,29102932,16158945,15905203,15769122,10953322,25263279,22432688,29212198,11205247,24907761,29207110,11396188,27266882,22993634,24439916,25521342,12584164,10823708,10363173,23898061"
"34"	"104"	"Flavonoids"	"561"	"Acute T-Lymphocytic Leukemia"	14	"21993665,20450969,15744083,25016375,18546141,20577025,15857606,25554015,29389889,20693966,23533482,22933043,29312799,17475387"
"35"	"104"	"Flavonoids"	"587"	"Multiple Myeloma"	13	"25810454,19653143,21172343,27329589,27703527,18633129,21824109,24397597,24460272,26735336,17197231,29179521,18465538"
"36"	"104"	"Flavonoids"	"522"	"Retinoblastoma"	19	"25450235,28628830,25337553,20655656,18362328,28927086,23888052,22820424,29136761,24572052,10699950,17457054,23452983,15579072,21849051,12429923,10493518,25379883,16515531"
